MEMBER,,TYPE,TEXT,規格書
WDS016D,已下載,DSPF,部門組別查詢     RSTDSP(*YES) ASSUME,
WDS017D,已下載,DSPF,採構單號查詢   RSTDSP(*YES) ASSUME,
WDS0171D,已下載,DSPF,採構單號查詢   RSTDSP(*YES) ASSUME,
WDS018D,已下載,DSPF,通路代號查詢   RSTDSP(*YES) ASSUME,
WDS019D,已下載,DSPF,統一發票號碼查詢   RSTDSP(*YES) ASSUME,
WDS020D,已下載,DSPF,送貨單號查詢   RSTDSP(*YES) ASSUME,
WDS021D,已下載,DSPF,收款種類代號查詢   RSTDSP(*YES) ASSUME,
WDS022D,已下載,DSPF,統一發票號碼查詢   RSTDSP(*YES) ASSUME,
WDS024D,已下載,DSPF,客戶代碼查詢  RSTDSP(*YES) ASSUME           A1139,
WDS025D,已下載,DSPF,盤點單號查詢   RSTDSP(*YES) ASSUME,
WDS026D,已下載,DSPF,品牌代號查詢     RSTDSP(*YES) ASSUME,
WDS027D,已下載,DSPF,驗收單號查詢   RSTDSP(*YES) ASSUME,
WDS028D,已下載,DSPF,調撥單號查詢   RSTDSP(*YES) ASSUME,
WDS029D,已下載,DSPF,銀行帳號查詢－總帳,
WDS030D,已下載,DSPF,退貨單號查詢   RSTDSP(*YES) ASSUME,
WDS031D,已下載,DSPF,經銷商客戶查詢  RSTDSP(*YES) ASSUME,
WDS032D,已下載,DSPF,經銷商產品查詢,
WDS033D,已下載,DSPF,銀行帳號查詢－總帳,
WDS034D,已下載,DSPF,客戶集團代號查詢     RSTDSP(*YES) ASSUME,
WDS035D,已下載,DSPF,試飲原因代號查詢     RSTDSP(*YES) ASSUME,
WDS036D,已下載,DSPF,費用單位查詢     RSTDSP(*YES) ASSUME,
WDS037D,已下載,DSPF,銷售大區域資料查詢  RSTDSP(*YES) ASSUME,
WDS038D,已下載,DSPF,產品類別資料查詢  RSTDSP(*YES) ASSUME,
WDS039D,已下載,DSPF,新產品種類代碼查詢 RSTDSP(*YES) ASSUME,
WDS040D,已下載,DSPF,容量代碼查詢     RSTDSP(*YES) ASSUME,
WDS041D,已下載,DSPF,格式代碼查詢     RSTDSP(*YES) ASSUME,
WDS042D,已下載,DSPF,間接客戶代碼查詢  RSTDSP(*YES) ASSUME,
WDS043D,已下載,DSPF,客戶統編查詢  RSTDSP(*YES) ASSUME,
WDS112D,已下載,DSPF,銀行資料全頁查詢                            A1149,
WOA001D,已下載,DSPF,庫存初值資料輸入,
WOA100D,已下載,DSPF,市調客戶維護   screen 1,
WOA1001D,已下載,DSPF,市調客戶維護   screen 2,
WOA1002D,已下載,DSPF,客戶員工資料維護　 screen 3,
WOA1003D,已下載,DSPF,客戶產品資料維護　 screen 4,
WOA1004D,已下載,DSPF,客戶銷貨資料維護　 screen 5,
WOA1005D,已下載,DSPF,客戶別名資料維護　 screen 6,
WOA200D,已下載,DSPF,市調客戶維護   screen 1,
WOB001D,已下載,DSPF,經銷商訂單轉進貨批次,
WOB001P,已下載,PRTF,經銷商訂單轉進貨批次,
WOM000D,已下載,DSPF,客戶管理系統主畫面,
WOR100D,已下載,DSPF,ＣＲＣ客戶清冊,
WOR100P,已下載,PRTF,ＣＲＣ客戶清冊－客戶代號,
WOR110D,已下載,DSPF,ＣＲＣ客戶員工清冊,
WOR110P,已下載,PRTF,ＣＲＣ客戶員工清冊,
WOR120D,已下載,DSPF,ＣＲＣ客戶清冊　（等級）,
WOR120P,已下載,PRTF,ＣＲＣ客戶清冊　（等級）,
WO100AP,已下載,PRTF,客戶清冊－客戶代號,
