MEMBER,,TYPE,TEXT,規格書
POR065P,已下載,PRTF,建議產品採購表含完稅可用量,
POR066D,已下載,DSPF,國內供應商採購明細表,
POR066P,已下載,PRTF,國內供應商採購明細表,
POR067D,已下載,DSPF,進貨金額及交際費用報表,
POR997D,已下載,DSPF,供應商業績獎金計算                          A1491,
POS120D,已下載,DSPF,車型基本資料全頁查詢                        A1034,
PTRF,已下載,PF,泛太 DATA-BASE REFERENCE FILE --(PT 支　　援 ),
PYA808D,已下載,DSPF,產品別銷售分析明細表                        A1491,
PYA8081D,已下載,DSPF,產品別銷售分析明細表,
PYA8082D,已下載,DSPF,產品別銷售分析明細表,
PYA8083P,已下載,PRTF,產品別銷售分析明細表　　　　                A1491,
PYA8084P,已下載,PRTF,產品別銷售分析明細表　　　　                A1491,
PYZZ01D,已下載,DSPF,下載路徑維護                                A1491,
PYZZ02D,已下載,DSPF,專櫃試飲會計科目對應                        A1491,
PYZ999D,已下載,DSPF,送貨單作業,
REM000D,已下載,DSPF,進銷存收系統主畫面                          A1005,
REO012D,已下載,DSPF,POA001-supplier quotation maint,
RESTESD,已下載,DSPF,驗收單明細表                                A1087,
RPG1,已下載,DSPF,,
S#A110D,已下載,DSPF,使用者基本資料維護                          A1062,
S#A120D,已下載,DSPF,使用者管制資料維護                          A1062,
S#A130D,已下載,DSPF,程式管制資料維護                            A1062,
S#A140D,已下載,DSPF,程式基本資料維護                            A1062,
S#CP01D,已下載,DSPF,拷備使用者安全管制,
S#CP02D,已下載,DSPF,拷備程式安全管制,
S#I310D,已下載,DSPF,程式基本資料全頁查詢                        A1062,
S#M000D,已下載,DSPF,程式安全管制系統                            A1062,
S#M010D,已下載,DSPF,程式安全管制系統 (SUBFILE MENU)             A1034,
S#R410D,已下載,DSPF,依使用者列印管制資料                        A1062,
S#R410P,已下載,PRTF,依使用者列印管制資料                        A1062,
S#R420D,已下載,DSPF,依程式列印管制資料                          A1062,
S#R420P,已下載,PRTF,依程式列印管制資料                          A1062,
S#R430D,已下載,DSPF,授權清冊                                    A1062,
S#R430P,已下載,PRTF,授權清冊                                    A1062,
S#S110D,已下載,DSPF,使用者基本資料全頁查詢                      A1062,
S#S140D,已下載,DSPF,程式基本資料全頁查詢                        A1062,
SAA001D,已下載,DSPF,銷售目標達成率設定                          A1084,
SAA002D,已下載,DSPF,專櫃目標達成率設定                          A1084,
SAA003D,已下載,DSPF,銷售目標達成率設定                          A1084,
SAM000D,已下載,DSPF,銷售分析系統主畫面                          A1005,
SAM001D,已下載,DSPF,銷售分析報表主畫面                          A1005,
SAR0061D,已下載,DSPF,票據兌現處理－兌現挑選                      A1118,
SAR041AP,已下載,PRTF,客戶退貨明細表－銷退,
SAR041BP,已下載,PRTF,客戶退貨明細表－產品收回,
SAR041D,已下載,DSPF,客戶退貨明細表,
SAR041Z,已下載,PRTF,客戶退貨明細表,
SAR042AP,已下載,PRTF,產品退貨彙總表                              A1087,
SAR042BP,已下載,PRTF,產品退貨彙總表                              A1087,
SAR042D,已下載,DSPF,產品退貨彙總表                              A1087,
SAR043D,已下載,DSPF,業務員業績報表                              A1087,
SAR043P,已下載,PRTF,業務員業績報表   920801                     A1087,
SAR044D,已下載,DSPF,地區達成率分析表                            A1084,
SAR044P,已下載,PRTF,地區達成率分析表                            A1084,
SAR045D,已下載,DSPF,通路達成率分析表                            A1084,
SAR045P,已下載,PRTF,通路達成率分析表                            A1084,
SAR046D,已下載,DSPF,客戶銷售統計表,
SAR046P,已下載,PRTF,客戶銷售統計表,
SAR047D,已下載,DSPF,產品銷售統計表                              A1084,
SAR047P,已下載,PRTF,產品銷售統計表                              A1084,
SAR047Z,已下載,PRTF,產品銷售統計表－螢幕輸入狀態,
SAR048D,已下載,DSPF,產品成長率分析表                            A1084,
SAR048P,已下載,PRTF,產品成長率分析表                            A1084,
SAR049AA,已下載,PRTF,試飲分析明細表－Ａ（禮盒拆單瓶）,
SAR049AP,已下載,PRTF,試飲分析明細表－Ａ,
SAR049BA,已下載,PRTF,試飲分析明細表－Ｂ（禮盒拆單瓶）,
SAR049BP,已下載,PRTF,試飲分析明細表－Ｂ,
SAR049CA,已下載,PRTF,試飲分析明細表－Ｃ（禮盒拆單瓶）,
SAR049CP,已下載,PRTF,試飲分析明細表－Ｃ,
SAR049D,已下載,DSPF,試飲分析明細表,
SAR049DA,已下載,PRTF,試飲分析明細表－Ｄ（禮盒拆單瓶）,
SAR049DP,已下載,PRTF,試飲分析明細表－Ｄ,
SAR049EA,已下載,PRTF,試飲分析明細表－Ｅ（禮盒拆單瓶）,
SAR049EP,已下載,PRTF,試飲分析明細表－Ｅ,
SAR050AP,已下載,PRTF,搭贈分析表－Ａ    920724                    A1087,
SAR050BP,已下載,PRTF,搭贈分析表－Ｂ    920724                    A1087,
SAR050D,已下載,DSPF,搭贈分析表                                  A1087,
SAR051D,已下載,DSPF,專櫃達成率分析表                            A1084,
SAR051P,已下載,PRTF,專櫃達成率分析表                            A1084,
SAR052D,已下載,DSPF,期間專櫃銷售分析表                          A1084,
SAR052P,已下載,PRTF,期間專櫃銷售分析表                          A1084,
SAR053D,已下載,DSPF,專櫃產品毛利率表,
SAR053P,已下載,PRTF,專櫃產品毛利率表,
SAR054AP,已下載,PRTF,專櫃產品銷售排行榜                          A1084,
SAR054BP,已下載,PRTF,專櫃產品銷售排行榜                          A1084,
SAR054D,已下載,DSPF,專櫃產品銷售排行榜                          A1084,
SAR054P,已下載,PRTF,專櫃產品銷售排行榜                          A1084,
SAR055D,已下載,DSPF,客戶毛利金額排行榜                          A1084,
SAR055P,已下載,PRTF,客戶毛利金額排行榜                          A1084,
SAR056D,已下載,DSPF,產品專櫃達成率分析表                        A1084,
SAR056P,已下載,PRTF,產品專櫃達成率分析表                        A1084,
SAR057D,已下載,DSPF,久未交易客戶報表,
SAR057P,已下載,PRTF,久未交易客戶報表,
SAR058D,已下載,DSPF,通路地區達成率分析表                        A1084,
SAR058P,已下載,PRTF,通路地區達成率分析表                        A1084,
SAR059AP,已下載,PRTF,產品客戶銷售（退）排行榜依公升數,
SAR059BP,已下載,PRTF,產品客戶銷售（退）排行榜依金額,
SAR059D,已下載,DSPF,產品客戶銷售（退）排行榜,
SAR060D,已下載,DSPF,客戶最近成交一覽表,
SAR060P,已下載,PRTF,客戶最近成交一覽表,
SAR061D,已下載,DSPF,產品標準箱數彙總表                          A1084,
SAR061P,已下載,PRTF,產品標準箱數彙總表                          A1084,
SAR061Z,已下載,PRTF,產品標準箱數彙總表                          A1084,
SAR062D,已下載,DSPF,通路產品銷售週報表                          A1084,
SAR062P,已下載,PRTF,通路產品銷售週報表                          A1084,
SAR063AP,已下載,PRTF,產品銷售毛利合併報表－國外,
SAR063BP,已下載,PRTF,產品銷售毛利合併報表－國內,
SAR063D,已下載,DSPF,產品銷售毛利合併報表                        A1084,
SAR063Z,已下載,PRTF,產品銷售毛利合併報表                        A1084,
SAR064D,已下載,DSPF,客戶往來產品表,
SAR064P,已下載,PRTF,客戶往來產品表,
SAR065D,已下載,DSPF,試飲原因統計表 SCREEN,
SAR065P,已下載,PRTF,試飲原因統計表 REPORT,
SAR066D,已下載,DSPF,通路型態銷售貢獻度分析表,
SAR066P,已下載,PRTF,通路型態銷售貢獻度分析表,
SAR067D,已下載,DSPF,試飲分析彙總表,
SAR067P,已下載,PRTF,試飲分析彙總表,
SAR068D,已下載,DSPF,搭贈分析彙總表,
SAR068P,已下載,PRTF,搭贈分析彙總表,
SAR069D,已下載,DSPF,產品銷售分析週報表                          A1084,
SAR069P,已下載,PRTF,產品銷售分析週報表                          A1084,
SAR069Z,已下載,PRTF,產品銷售分析週報表                          A1084,
SAR070D,已下載,DSPF,產品銷售分析週報表－依辦事處,
SAR070P,已下載,PRTF,產品銷售分析週報表－依辦事處,
SAR070Z,已下載,PRTF,產品銷售分析週報表－依辦事處,
SAR071D,已下載,DSPF,業務員銷售（退）業績報表,
SAR071P,已下載,PRTF,業務員銷售（退）業績報表,
SAR071Z,已下載,PRTF,業務員銷售（退）業績報表,
SAR072D,已下載,DSPF,產品銷售分析週報表－依辦事處,
SAR072P,已下載,PRTF,產品銷售分析週報表－依辦事處,
SAR072Z,已下載,PRTF,產品銷售分析週報表－依辦事處,
SAR073D,已下載,DSPF,產品銷售分析週報表                          A1084,
SAR073P,已下載,PRTF,產品銷售分析週報表                          A1084,
SAR073Z,已下載,PRTF,產品銷售分析週報表                          A1084,
SAR074D,已下載,DSPF,品牌／客戶達成率同期比較表,
SAR074P,已下載,PRTF,品牌／客戶達成率同期比較表,
SAR074Z,已下載,PRTF,品牌／客戶達成率同期比較表,
SAR075D,已下載,DSPF,客戶產品銷售管理目標追蹤表,
SAR075P,已下載,PRTF,客戶產品銷售管理目標追蹤表,
SAR075Z,已下載,PRTF,客戶產品銷售管理目標追蹤表,
SAR076D,已下載,DSPF,康齡銷貨退回庫存差異調整表,
SAR076P,已下載,PRTF,康齡銷貨退回庫存差異調整表,
SAR077D,已下載,DSPF,康齡銷貨折讓差異調整表,
SAR077P,已下載,PRTF,康齡銷貨折讓差異調整表,
SAR078D,已下載,DSPF,產品客戶銷售分析週報表,
SAR078P,已下載,PRTF,產品客戶銷售分析週報表,
SAR078Z,已下載,PRTF,產品客戶銷售分析週報表,
SAR079AP,已下載,PRTF,產品銷售分析週報表－依辦事處彙總表,
SAR079D,已下載,DSPF,產品銷售分析週報表－依辦事處 CHANNEL,
SAR079P,已下載,PRTF,產品銷售分析週報表－依辦事處 CHANNEL,
SAR079Z,已下載,PRTF,產品銷售分析週報表－依辦事處 CHANNEL,
SAR080D,已下載,DSPF,試飲原因費用差異表,
SAR080P,已下載,PRTF,試飲原因費用差異表,
SAR081D,已下載,DSPF,期間專櫃銷售分析表                          A1084,
SAR081P,已下載,PRTF,期間專櫃銷售分析表 BY CUSTOMER              A1084,
SAR081P2,已下載,PRTF,期間專櫃銷售分析表 BY ITEM                  A1084,
SAR081P3,已下載,PRTF,期間專櫃銷售分析表專櫃總數,
SAR082D,已下載,DSPF,產品銷售分析週報－國外                      A1084,
SAR082P,已下載,PRTF,產品銷售分析週報－國外                      A1084,
SAR082Z,已下載,PRTF,產品銷售分析週報－國外                      A1084,
SAR083D,已下載,DSPF,試飲原因統計表依客戶,
SAR083P,已下載,PRTF,試飲原因統計表依客戶 REPORT,
SAR084AP,已下載,PRTF,產品銷售毛利報表－國外,
SAR084D,已下載,DSPF,產品銷售毛利報表                        A1084,
SAR084Z,已下載,PRTF,產品銷售毛利報表                        A1084,
SAR085D,已下載,DSPF,業務同仁銷售毛利報表 ( 總表 ),
SAR085P,已下載,PRTF,業務同仁銷售毛利報表 ( 總表 ),
SAR086D,已下載,DSPF,滯銷產品明細表 ( 報表 ),
SAR086P,已下載,PRTF,滯銷產品明細表 ( 報表 ),
SNDOBJD,已下載,DSPF,自動傳輸資料維護,
SOA001AD,已下載,DSPF,通路型態產品報價設定                        A1087,
SOA001D,已下載,DSPF,通路型態產品報價設定                        A1087,
SOA002AD,已下載,DSPF,客戶產品報價設定                            A1087,
SOA002D,已下載,DSPF,客戶產品報價設定                            A1087,
SOA003D,已下載,DSPF,銷售訂單處理   sc07+sc02                   A1084,
SOA004D,已下載,DSPF,送貨單資料處理   se06+se02                 A1092,
SOA005D,已下載,DSPF,銷貨退回資料處理 sg06+sg02                  A1087,
SOA005DX,已下載,DSPF,銷貨退回資料處理 sg06+sg02                  A1087,
SOA006D,已下載,DSPF,訂單／送貨核准發放處理 select               A1087,
SOA0061D,已下載,DSPF,訂單／送貨核准發放處理                      A1087,
SOA0064D,已下載,DSPF,訂單／送貨核准發放處理,
SOA007D,已下載,DSPF,產品收回處理                                A1118,
SOA008BP,已下載,PRTF,訂單批次處理報表列印                    A1118,
SOA008P,已下載,PRTF,訂單批次處理錯誤報表列印                    A1118,
SOA009BP,已下載,PRTF,經銷商送貨訂單批次處理報表列印,
SOA009D,已下載,DSPF,經銷商送貨訂單批次處理                     A1034,
SOA009P,已下載,PRTF,經銷商送貨訂單批次處理錯誤報表列印         A1034,
SOA010BP,已下載,PRTF,寄賣訂單批次處理報表列印,
SOA010D,已下載,DSPF,寄賣訂單批次處理                     A1034,
SOA010P,已下載,PRTF,寄賣訂單批次處理錯誤報表列印         A1034,
SOA011D,已下載,DSPF,全省訂單／送貨核准發放處理 select,
SOA0111D,已下載,DSPF,全省訂單／送貨核准發放處理,
SOA0112D,已下載,DSPF,全省訂單／送貨核准發放處理,
SOA0113D,已下載,DSPF,全省訂單／送貨核准發放處理－試飲,
SOA012BP,已下載,PRTF,專櫃訂單批次處理報表列印,
SOA012D,已下載,DSPF,專櫃訂單批次處理,
SOA012P,已下載,PRTF,專櫃訂單批次處理錯誤報表列印,
SOA013D,已下載,DSPF,試飲收回處理                                A1118,
SOA0131D,已下載,DSPF,試飲收回處理－活動明細          A1084,
SOA014D,已下載,DSPF,銷售月檔批次處理,
SOA014P,已下載,PRTF,銷售銷退月檔批次處理報表,
SOA014XD,已下載,DSPF,反銷售月檔批次處理,
SOA015D,已下載,DSPF,試飲訂單處理   sc07+sc02                   A1084,
SOA0151D,已下載,DSPF,試飲訂單處理－活動明細  sc07+sc02         A1084,
SOA016D,已下載,DSPF,客戶延長報價拷貝批次處理,
SOA016XD,已下載,DSPF,客戶延長報價拷貝還原處理,
SOA017D,已下載,DSPF,通路修正報價拷貝批次處理,
SOA017XD,已下載,DSPF,通路修正報價拷貝還原處理,
SOA018D,已下載,DSPF,普銷訂單處理   sc07+sc02,
SOA019D,已下載,DSPF,普銷送貨單資料處理,
SOA020BP,已下載,PRTF,普銷訂單／送貨單報表列印,
SOA020D,已下載,DSPF,寄賣訂單／送貨單批次處理,
SOA020P,已下載,PRTF,寄賣訂單／送貨單批次處理錯誤報表列印,
SOA021D,已下載,DSPF,專櫃銷售訂單處理   sc07+sc02,
SOA022D,已下載,DSPF,專櫃五日資料維護,
SOA022P,已下載,PRTF,專櫃五日資料無報價資料報表列印,
SOA023D,已下載,DSPF,專櫃轉檔批次,
SOA023P,已下載,PRTF,專櫃轉檔－可用量不足報表,
SOA024D,已下載,DSPF,客戶新增報價拷貝批次處理,
SOA025D,已下載,DSPF,通路新增報價拷貝批次處理,
SOA026D,已下載,DSPF,專櫃部門抽成比率維護,
SOA030D,已下載,DSPF,匯東產品進貨處理   sc07+sc02,
SOA031D,已下載,DSPF,銷貨目標維護   screen 1,
SOA0311D,已下載,DSPF,銷貨目標維護   screen 2,
SOA032D,已下載,DSPF,退貨無發票資料維護                screen 1,
SOA0321D,已下載,DSPF,退貨無發票資料維護 - 明細作業１   screen 2,
SOA0322D,已下載,DSPF,退貨無發票資料維護 - 明細作業２   screen 3,
SOA033D,已下載,DSPF,業績目標輸入維護,
SOA034D,已下載,DSPF,年度銷售統計表                              A1491,
SOA035D,已下載,DSPF,年度銷售統計表 ( 種類 )                     A1491,
SOA035P,已下載,PRTF,年度銷售統計表 ( 種類 )                     A1491,
SOM000D,已下載,DSPF,銷售訂單系統主畫面                          A1034,
SOM001D,已下載,DSPF,銷售訂單報表主畫面                          A1034,
SOR041D,已下載,DSPF,客戶產品報價表                              A1087,
SOR041P,已下載,PRTF,客戶產品報價表,
SOR042AD,已下載,DSPF,通路產品報價到期表,
SOR042AP,已下載,PRTF,通路產品報價到期表,
SOR042BD,已下載,DSPF,客戶報價到期表,
SOR042BP,已下載,PRTF,客戶報價到期表,
SOR042D,已下載,DSPF,產品客戶報價表       920729                 A1087,
SOR042P,已下載,PRTF,產品客戶報價表                              A1087,
SOR043D,已下載,DSPF,客戶報價單（套表）                          A1087,
SOR043D1,已下載,DSPF,客戶報價單,
SOR043P,已下載,PRTF,客戶報價單（套表）                          A1087,
SOR044D,已下載,DSPF,產品牌價價格表                              A1139,
SOR044P,已下載,PRTF,產品牌價價格表                              A1139,
SOR045D,已下載,DSPF,待核准單據彙總表                            A1139,
SOR045P,已下載,PRTF,待核准單據彙總表                            A1139,
SOR046AP,已下載,PRTF,核准簽章明細表,
SOR046BP,已下載,PRTF,核准簽章明細表                              A1087,
SOR046CP,已下載,PRTF,核准簽章明細表                              A1087,
SOR046D,已下載,DSPF,核准簽章明細表                              A1087,
SOR046DP,已下載,PRTF,核准簽章明細表                              A1087,
SOR046EP,已下載,PRTF,核准簽章明細表                              A1087,
SOR047D,已下載,DSPF,送貨未確認明細表                            A1139,
SOR047P,已下載,PRTF,送貨未確認明細表                            A1139,
SOR048D,已下載,DSPF,預定送貨明細表                              A1139,
SOR048P,已下載,PRTF,預定送貨明細表                              A1139,
SOR049D,已下載,DSPF,組別業務員銷售明細表                        A1087,
SOR049P,已下載,PRTF,組別業務員銷售明細表                        A1087,
SOR050D,已下載,DSPF,業務員產品銷售（退）彙總表,
SOR050P,已下載,PRTF,業務員產品銷售（退）彙總表,
SOR050Z,已下載,PRTF,業務員產品銷售（退）彙總表,
SOR051D,已下載,DSPF,通路產品銷售彙總表                          A1139,
SOR051P,已下載,PRTF,通路產品銷售彙總表                          A1139,
SOR052D,已下載,DSPF,客戶應收到期明細表                          A1139,
SOR052P,已下載,PRTF,客戶應收到期明細表                          A1139,
SOR053D,已下載,DSPF,收款明細表－－套表                          A1139,
SOR053P,已下載,PRTF,收款明細表－－套表                          A1139,
SOR053Z,已下載,PRTF,收款明細表－－套表                          A1139,
SOR054D,已下載,DSPF,產品銷售分佈明細表                          A1084,
SOR054P,已下載,PRTF,產品銷售分佈明細表                          A1084,
SOR055D,已下載,DSPF,未結案訂單／送貨單明細表,
SOR055P,已下載,PRTF,未結案訂單／送貨單明細表,
SOR056D,已下載,DSPF,客戶折扣報價明細表,
SOR056P,已下載,PRTF,客戶折扣報價明細表,
SOR057D,已下載,DSPF,客戶搭贈報價明細表,
SOR057DA,已下載,DSPF,客戶搭贈報價明細表,
SOR057P,已下載,PRTF,客戶搭贈報價明細表,
SOR057PA,已下載,PRTF,客戶搭贈報價明細表,
SOR058AP,已下載,PRTF,訂單明細表,
SOR058BP,已下載,PRTF,訂單明細表,
SOR058D,已下載,DSPF,訂單明細表,
SOR058Z,已下載,PRTF,訂單明細表,
SOR059D,已下載,DSPF,公司產品銷售彙總表                          A1084,
SOR059P,已下載,PRTF,公司產品銷售彙總表                          A1084,
SOR059Z,已下載,PRTF,公司產品銷售彙總表                          A1084,
SOR060AP,已下載,PRTF,送貨單明細表,
SOR060BP,已下載,PRTF,送貨單明細表,
SOR060D,已下載,DSPF,送貨單明細表,
SOR060Z,已下載,PRTF,送貨單明細表,
SOR061AP,已下載,PRTF,銷貨退回明細表,
SOR061BP,已下載,PRTF,銷貨退回明細表,
SOR061D,已下載,DSPF,銷貨退回明細表,
SOR061Z,已下載,PRTF,銷貨退回明細表,
SOR062AP,已下載,PRTF,產品收回明細表,
SOR062BP,已下載,PRTF,產品收回明細表,
SOR062D,已下載,DSPF,產品收回明細表,
SOR062Z,已下載,PRTF,產品收回明細表,
SOR063D,已下載,DSPF,產品送貨彙總表                              A1084,
SOR063P,已下載,PRTF,產品送貨彙總表                              A1084,
SOR064AP,已下載,PRTF,試飲收回明細表,
SOR064BP,已下載,PRTF,試飲收回明細表,
SOR064D,已下載,DSPF,試飲收回明細表,
SOR064Z,已下載,PRTF,試飲收回明細表,
SOR065D,已下載,DSPF,銷售訂單列印,
SOR065P,已下載,PRTF,銷售訂單列印,
SOR066D,已下載,DSPF,客戶銷售明細表,
SOR066P,已下載,PRTF,客戶銷售明細表,
SOR066Z,已下載,PRTF,客戶銷售明細表,
SOR067P,已下載,PRTF,通路型態報價重覆檢核表,
SOR0671P,已下載,PRTF,客戶報價重覆檢核表,
SOR068D,已下載,DSPF,辦事處通路搭贈／試飲彙總表,
SOR068P,已下載,PRTF,辦事處通路搭贈／試飲彙總表,
SOR069D,已下載,DSPF,業務員領單登記表,
SOR069P,已下載,PRTF,業務員領單登記表,
SOR069Z,已下載,PRTF,業務員領單登記表,
SOR070D,已下載,DSPF,產品辦事處通路彙總表,
SOR070P,已下載,PRTF,產品辦事處通路彙總表,
SOR071D,已下載,DSPF,普銷訂單／送貨單明細表,
SOR071P,已下載,PRTF,普銷訂單／送貨單明細表,
SOR072D,已下載,DSPF,普銷統一發票列印   套表,
SOR072P,已下載,PRTF,普銷統一發票列印   套表,
SOR073D,已下載,DSPF,組別產品銷售彙總表,
SOR073P,已下載,PRTF,組別產品銷售彙總表                          A1084,
SOR074D,已下載,DSPF,業務員訂單獎金報表,
SOR074P,已下載,PRTF,業務員訂單獎金報表,
SOR075D,已下載,DSPF,產品退貨分佈明細表,
SOR075P,已下載,PRTF,產品退貨分佈明細表,
SOR076D,已下載,DSPF,專櫃五日銷售數量報表,
SOR076P,已下載,PRTF,專櫃五日銷售數量報表,
SOR077D,已下載,DSPF,專櫃五日銷售金額報表,
SOR077P,已下載,PRTF,專櫃五日銷售金額報表,
SOR078D,已下載,DSPF,專櫃淨額報表,
SOR078P,已下載,PRTF,專櫃淨額報表,
SOR079AP,已下載,PRTF,試飲訂單明細分析表－Ａ,
SOR079BP,已下載,PRTF,試飲訂單明細分析表－Ｂ,
SOR079CP,已下載,PRTF,試飲訂單明細分析表－Ｃ,
SOR079D,已下載,DSPF,試飲訂單明細分析表,
SOR079DP,已下載,PRTF,試飲訂單明細分析表－Ｄ,
SOR079EP,已下載,PRTF,試飲訂單明細分析表－Ｅ,
SOR080D,已下載,DSPF,專櫃結帳表,
SOR080P,已下載,PRTF,專櫃結帳表,
SOR081D,已下載,DSPF,通路產品銷售彙（退）總表                    A1139,
SOR081P,已下載,PRTF,通路產品銷售彙（退）總表                    A1139,
SOR081Z,已下載,PRTF,通路產品銷售彙（退）總表                    A1139,
SOR082D,已下載,DSPF,專櫃部門銷售統計年報,
SOR082P,已下載,PRTF,專櫃部門銷售統計年報,
SOR082Z,已下載,PRTF,專櫃部門銷售統計年報,
SOR083D,已下載,DSPF,專櫃銷售庫存週轉報表,
SOR084D,已下載,DSPF,已核准單據明細,
SOR084P,已下載,PRTF,已核准單據明細,
SOR085D,已下載,DSPF,專櫃部門銷售金額總表,
SOR085P,已下載,PRTF,專櫃部門銷售金額總表,
SOR086D,已下載,DSPF,核准出貨單據彙總,
SOR086P,已下載,PRTF,核准出貨單據彙總,
SOR087D,已下載,DSPF,銷退折讓成本餘數表,
SOR087P,已下載,PRTF,銷退折讓成本餘數表,
SOR088D,已下載,DSPF,康齡退貨庫存量檢核表,
SOR088P,已下載,PRTF,康齡退貨庫存量檢核表,
SOR089D,已下載,DSPF,康齡專櫃銷項稅額,
SOR089P,已下載,PRTF,康齡專櫃銷項稅額,
SOR090P,已下載,PRTF,每週客戶銷售已核准明細表,
SOR091P,已下載,PRTF,每月客戶銷售明細表,
SOR092D,已下載,DSPF,公司產品銷售彙總表                          A1084,
SOR092P,已下載,PRTF,公司產品銷售彙總表                          A1084,
SOR092Z,已下載,PRTF,公司產品銷售彙總表                          A1084,
SOR093D,已下載,DSPF,cpysplf,
SOR094D,已下載,DSPF,產品出貨彙總表,
SOR095D,已下載,DSPF,產品牌價價目表,
SOR159D,已下載,DSPF,公司產品銷售彙總表                          A1084,
SOR159P,已下載,PRTF,公司產品銷售彙總表                          A1084,
SOR159Z,已下載,PRTF,公司產品銷售彙總表                          A1084,
SOR160D,已下載,DSPF,品牌銷售彙總表                              A1084,
SOR160P,已下載,PRTF,品牌銷售彙總表                              A1084,
SOR161D,已下載,DSPF,客戶銷售明細表,
SOR161P,已下載,PRTF,客戶銷售明細表,
SOR161Z,已下載,PRTF,客戶銷售明細表,
SOR162D,已下載,DSPF,公司產品銷售彙總表  實際箱數                A1491,
SOR162P,已下載,PRTF,公司產品銷售彙總表                          A1084,
SOR162Z,已下載,PRTF,公司產品銷售彙總表                          A1084,
SOR165D,已下載,DSPF,品牌銷售彙總表                              A1084,
SOR165P,已下載,PRTF,品牌銷售彙總表                              A1084,
SOR201D,已下載,DSPF,送貨未確認彙總表,
SSM000D,已下載,DSPF,專櫃系統主畫面                          910074,
SWD011D,已下載,DSPF,產品視窗查詢                                A1492,
SWD012D,已下載,DSPF,試飲原因代號查詢                            A1491,
TRF004P,已下載,PRTF,檢核表                                      A1491,
TRF008P,已下載,PRTF,W2BBPF SOSDPF  修改,
VSM000D,已下載,DSPF,普銷系統主畫面                          910074,
VTA002D,已下載,DSPF,進項憑證轉檔,
VTA003D,已下載,DSPF,進項資料人工輸入                            A1162,
VTA004D,已下載,DSPF,銷項資料人工輸入                            A1162,
VTA011D,已下載,DSPF,銷項憑證轉檔－銷售,
VTA017D,已下載,DSPF,合併進銷項資料,
VTA017P,已下載,PRTF,合併進銷項資料錯誤記錄表,
VTA021D,已下載,DSPF,銷項憑證轉檔－銷退折讓,
VTA022D,已下載,DSPF,銷項憑證轉檔－銷退折讓,
VTA0231D,已下載,DSPF,銷項憑證永不轉檔查詢及取消－銷退折讓,
VTA0232D,已下載,DSPF,銷項憑證永不轉檔查詢及取消－銷退折讓,
VTB004D,已下載,DSPF,銷項資料人工轉檔,
VTI001D,已下載,DSPF,進項發票號碼查詢,
VTM000D,已下載,DSPF,媒體申報主畫面                          910074,
VTM001D,已下載,DSPF,銷項憑證轉檔,
VTR003D,已下載,DSPF,進項人工輸入明細表                          A1084,
VTR003P,已下載,PRTF,進項人工輸入明細表                          A1084,
VTR010D,已下載,DSPF,媒體申報轉檔列印,
VTR010P1,已下載,PRTF,媒體申報轉檔表 - 明細,
VTR010P2,已下載,PRTF,媒體申報轉檔表 - 彙總,
VTR020D,已下載,DSPF,媒體申報人工輸入列印,
VTR020P1,已下載,PRTF,媒體申報人工輸入表 - 明細,
VTR020P2,已下載,PRTF,媒體申報人工輸入表 - 彙總,
VTR030D,已下載,DSPF,媒體申報轉檔列印 - 銷退折讓,
VTR030P1,已下載,PRTF,媒體申報轉檔表 - 銷退折讓,
VTR040D,已下載,DSPF,媒體申報合併列印,
VTR040P1,已下載,PRTF,媒體申報合併表 - 明細,
VTR040P2,已下載,PRTF,媒體申報合併表 - 彙總,
VTR050D,已下載,DSPF,媒體申報轉檔列印 -AP,
VTR050P1,已下載,PRTF,媒體申報轉檔表 - AP,
WDS000D,已下載,DSPF,WDS000-confirm delete  dfrwrt(*no) share(*yes),
WDS001D,已下載,DSPF,產品代碼查詢  RSTDSP(*YES) ASSUME <new>     A1139,
WDS002D,已下載,DSPF,供商代碼查詢     RSTDSP(*YES) ASSUME        A1034,
WDS0021D,已下載,DSPF,費用商查詢     RSTDSP(*YES) ASSUME        A1034,
WDS0022D,已下載,DSPF,支付對象查詢   RSTDSP(*YES) ASSUME        A1034,
WDS003D,已下載,DSPF,客戶代碼查詢  RSTDSP(*YES) ASSUME           A1139,
WDS004D,已下載,DSPF,客戶信用查詢  RSTDSP(*YES) ASSUME           A1139,
WDS005D,已下載,DSPF,員工代碼查詢     RSTDSP(*YES) ASSUME        A1034,
WDS006D,已下載,DSPF,採購備註查詢     RSTDSP(*YES) ASSUME        A1034,
WDS007D,已下載,DSPF,銷售地區資料查詢  RSTDSP(*YES) ASSUME       A1139,
WDS008D,已下載,DSPF,單別資料查詢  RSTDSP(*YES) ASSUME           A1139,
WDS009D,已下載,DSPF,銷售通路型態資料查詢 RSTDSP(*YES) ASSUME    A1139,
WDS010D,已下載,DSPF,銷售地區區域資料查詢 RSTDSP(*YES) ASSUME    A1139,
WDS011D,已下載,DSPF,印表機資料查詢 RSTDSP(*YES) ASSUME          A1139,
WDS012D,已下載,DSPF,規則代碼查詢     RSTDSP(*YES) ASSUME        A1034,
WDS013D,已下載,DSPF,物流點資料查詢  RSTDSP(*YES) ASSUME         A1139,
WDS0141D,已下載,DSPF,銀行帳號查詢－進銷存,
WDS015D,已下載,DSPF,業務員代號查詢   RSTDSP(*YES) ASSUME,
