MEMBER,,TYPE,TEXT,規格書
IVA210,已下載,RPG,車型進貨單建立（倉庫）                      A1092,
JLBCHK1,已下載,RPG,檢核進銷存過帳 (screen check),
JLBCHK2,已下載,RPG,檢核進銷存過帳,
JLB0111,已下載,RPG,銷售傳票批次 (screen check),
JLB0112,已下載,RPG,銷售傳票批次 (work-file),
JLB0113,已下載,RPG,傳票銷貨收入明細資料列印,
JLB0114,已下載,RPG,傳票銷貨成本彙總資料列印,
JLB0121,已下載,RPG,試飲傳票批次 (screen check),
JLB0122,已下載,RPG,試飲傳票批次 (work-file),
JLB0123,已下載,RPG,試飲傳票成本彙總列印,
JLB0131,已下載,RPG,寄賣傳票批次 (screen check),
JLB0132,已下載,RPG,寄賣傳票批次 (work-file),
JLB0133,已下載,RPG,傳票寄賣成本彙總資料列印,
JLB0141,已下載,RPG,補貨傳票批次 (screen check),
JLB0142,已下載,RPG,補貨傳票批次 (work-file),
JLB0143,已下載,RPG,補貨傳票批次,
JLB0151,已下載,RPG,人工作廢發票傳票批次 (screen check),
JLB0152,已下載,RPG,人工作廢發票傳票批次 (work-file),
JLB0153,已下載,RPG,人工作廢發票明細,
JLB0211,已下載,RPG,銷退傳票批次 (screen check),
JLB0212,已下載,RPG,銷退傳票批次 (work-file),
JLB0213,已下載,RPG,傳票銷退金額彙總資料列印,
JLB0214,已下載,RPG,傳票銷退成本彙總資料列印,
JLB0215,已下載,RPG,康齡銷退傳票批次 (work-file),
JLB0221,已下載,RPG,寄賣退回傳票批次 (screen check),
JLB0222,已下載,RPG,寄賣退回傳票批次 (work-file),
JLB0223,已下載,RPG,傳票寄賣退回成本彙總資料列印,
JLB0231,已下載,RPG,試飲退回傳票批次 (screen check),
JLB0232,已下載,RPG,試飲退回傳票批次 (work-file),
JLB0233,已下載,RPG,試飲退回傳票成本彙總列印,
JLB0311,已下載,RPG,收款沖帳傳票批次 (screen check),
JLB0312,已下載,RPG,收款沖帳傳票批次 (work-file),
JLB0313,已下載,RPG,傳票沖帳作帳明細資料列印,
JLB0411,已下載,RPG,國外到貨傳票批次 (screen check),
JLB0412,已下載,RPG,國外到貨傳票批次 (work-file),
JLB0413,已下載,RPG,國外到貨傳票批次,
JLB0421,已下載,RPG,完稅傳票批次 (screen check),
JLB0422,已下載,RPG,完稅傳票批次 (work-file),
JLB0423,已下載,RPG,完稅傳票批次,
JLB0431,已下載,RPG,國內採購傳票批次 (screen check),
JLB0432,已下載,RPG,國內採購傳票批次 (work-file),
JLB0433,已下載,RPG,傳票國內採購成本檔,
JLB0511,已下載,RPG,庫存異動傳票批次 (screen check),
JLB0512,已下載,RPG,庫存異動傳票批次 (work-file),
JLB0512J,已下載,RPG,庫存異動傳票批次 (work-file),
JLB0513,已下載,RPG,傳票庫存異動成本資料列印,
KIA001,已下載,RPG,盤點資料產生                                A1087,
KIA002,已下載,RPG,盤點資料輸入                                A1087,
KIA003,已下載,RPG,盤點結果更新                                A1087,
KIA004,已下載,RPG,清除盤點資料（公司別＝ｋ）,
KIA005,已下載,RPG,盤點資料備份處理                            A1087,
KIB001,已下載,RPG,年終成本庫存備份    *******,
KIB001A,已下載,RPG,年終成本庫存備份,
KIB002,已下載,RPG,專櫃銷售年終成本庫存調整－調整 (SRC CHECK),
KIB0021,已下載,RPG,專櫃銷售年終成本庫存調整,
KIB003,已下載,RPG,專櫃銷售年終成本庫存更新－銷售 (SRC CHECK),
KIB0031,已下載,RPG,專櫃銷售年終成本庫存更新,
KIB004,已下載,RPG,專櫃盤點年終成本庫存更新－盤點 (SRC CHECK),
KIB0041,已下載,RPG,專櫃盤點年終成本庫存更新,
KIB005,已下載,RPG,年終成本庫存備份  autoexec start job,
KIB006,已下載,RPG,專櫃採購月底成本庫存更新－採購 (SRC CHECK),
KIB0061,已下載,RPG,專櫃採購月底成本庫存更新,
KII021,已下載,RPG,盤點資料查詢,
KII022,已下載,RPG,年終成本數量查詢,
KII023,已下載,RPG,盤點資料查詢,
KIP001,已下載,RPG,前台銷售訂單維護                            A1491,
KIP002,已下載,RPG,後台銷售訂單維護                            A1491,
KIP003,已下載,RPG,前台銷售訂單查詢                            A1491,
KIP004,已下載,RPG,茂世專櫃轉檔批次                            A1492,
KIP005,已下載,RPG,產品牌價維護                                A1492,
KIP006,已下載,RPG,牌價上下限百分比維護                        A1492,
KIP007,已下載,RPG,金額檢核 ( 牌價 )                           A1492,
KIP008,已下載,RPG,專櫃調撥處理 ( 前台 )                       A1492,
KIP009,已下載,RPG,專櫃調撥處理 ( 後台 )                       A1492,
KIP010,已下載,RPG,IP 對照表維護                               A1491,
KIP011,已下載,RPG,檢核 IP 帳號,
KIP012,已下載,RPG,失敗訂單處理     %                          A1492,
KIP013,已下載,RPG,專櫃銷售年終成本庫存更新－銷售 (SRC CHECK),
KIP0131,已下載,RPG,專櫃銷售年終成本庫存更新,
KIP014,已下載,RPG,專櫃銷售年終成本庫存更新－調整 (SRC CHECK),
KIP0141,已下載,RPG,專櫃銷售年終成本庫存調整,
KIP015,已下載,RPG,VIP 基本資料維護,
KIP015S,已下載,RPG,產品視窗查詢                                A1492,
KIP015TE,已下載,RPG,VIP 基本資料維護 WF+0,
KIP015TE2,已下載,RPG,VIP 基本資料維護 WF->PF,
KIR041,已下載,RPG,盤點單列印 (SCREEN CHECK)                   A1087,
KIR0411,已下載,RPG,盤點單列印 (PRINT REPORTS)                  A1087,
KIR042,已下載,RPG,盤點清冊 (SCREEN CHECK)                     A1087,
KIR0421,已下載,RPG,盤點清冊 (PRINT REPORTS)                    A1087,
KIR043,已下載,RPG,盤盈虧表 (SCREEN CHECK)                     A1087,
KIR0431,已下載,RPG,盤盈虧表 (PRINT REPORTS 1)                  A1087,
KIR0432,已下載,RPG,盤盈虧表 (PRINT REPORTS 2)                  A1087,
KIR044,已下載,RPG,物流點盤點明細表 (SCREEN CHECK),
KIR0441,已下載,RPG,物流點盤點明細表 (PRINT REPORTS),
KIR045,已下載,RPG,盤點庫存檢查報表 (SCREEN CHECK),
KIR0451,已下載,RPG,盤點庫存檢查報表 (WRITE WORKFILE),
KIR0452,已下載,RPG,盤點庫存檢查報表 (PRINT REPORT),
KIR046,已下載,RPG,年終成本數量列印 (SCREEN CHECK),
KIR0461,已下載,RPG,年終成本數量列印 (PRINT REPORTS),
KIR0462,已下載,RPG,年終成本數量列印 (PRINT REPORTS),
KIR047,已下載,RPG,年終成本標準箱數表 (SCREEN CHECK),
KIR0471,已下載,RPG,年終成本標準箱數表 (PRINT REPORTS),
KIR0472,已下載,RPG,年終成本標準箱數表 (PRINT REPORTS),
KIR048,已下載,RPG,年終庫存物流彙總表 (SCREEN CHECK),
KIR0481,已下載,RPG,年終庫存物流彙總表 (WRITE WORKFILE),
KIR0482,已下載,RPG,年終庫存物流彙總表 (PRINT REPORTS),
KIS004,已下載,RPG,前台採購訂單維護                            A1492,
KIS005,已下載,RPG,後台訂單處理維護                            A1492,
KIS006,已下載,RPG,茂世產品匯總表 ( 後台 )                     A1491,
KIS0061,已下載,RPG,茂世產品匯總表 ( 後台 )                     A1491,
KIS007,已下載,RPG,其他產品匯總表 ( 後台 )                     A1491,
KIS0071,已下載,RPG,其他產品匯總表 ( 後台 )                     A1491,
KIS008,已下載,RPG,訂單轉採購                                  A1491,
KIS0081,已下載,RPG,訂單轉採購                                  A1492,
KIS0082,已下載,RPG,訂單轉採購                                  A1492,
KIS009,已下載,RPG,後台採購單查詢                              A1492,
KIS010,已下載,RPG,採購訂單驗收 ( 前台 )                       A1492,
KIS011,已下載,RPG,採購訂單查詢 ( 前台 )                       A1492,
KIS012,已下載,RPG,大榮送貨檔                                  A1491,
KIS0121,已下載,RPG,大榮送貨檔                                  A1491,
KIS013,已下載,RPG,後台採購單查詢 -- ( BY  供應商 )            A1491,
KIS014,已下載,RPG,採購單批次結案 (SCREEN CHECK)               A1118,
KIS0141,已下載,RPG,採購單批次結案 (BATCH)                      A1118,
KIS015,已下載,RPG,茂世產品匯總表 ( 後台 )                     A1491,
KIS0151,已下載,RPG,茂世產品匯總表 ( 後台 )                     A1491,
KIS016,已下載,RPG,進貨分析表                                  A1491,
KIS0161,已下載,RPG,進貨分析表                                  A1491,
KIS0171,已下載,RPG,物流點庫存報表                              A1491,
KIS0172,已下載,RPG,物流點庫存報表                              A1491,
KIS0173,已下載,RPG,物流點庫存報表                              A1491,
KIS0181,已下載,RPG,物流點庫存報表                              A1491,
KIS0182,已下載,RPG,物流點庫存報表 - 年終                       A1491,
KIS0183,已下載,RPG,物流點庫存報表 - 年終                       A1491,
KIS0201,已下載,RPG,產品代號報表                                A1491,
KIS0202,已下載,RPG,產品代號報表                                A1491,
KIS0211,已下載,RPG,專櫃銷售日報表                              A1491,
KIS0212,已下載,RPG,專櫃銷售日報表                              A1491,
KIS022,已下載,RPG,調撥單批次結案 (SCREEN CHECK)               A1118,
KIS0221,已下載,RPG,調撥單批次結案 (BATCH)                      A1118,
KIS023,已下載,RPG,銷售訂單確認報表 (SCREEN CHECK),
KIS0231,已下載,RPG,銷售訂單確認報表 ( 一般訂單 ),
KIS0232,已下載,RPG,銷售訂單確認報表 ( 試飲訂單 ),
KIS024,已下載,RPG,失敗訂單報表 (SCREEN CHECK),
KIS0241,已下載,RPG,失敗訂單報表,
LOG,已下載,RPG,LOG==> 傳票控制檔資料列印                    A1149,
LOG@AD,已下載,RPG,LOG==> 傳票控制檔資料列印 ARADPF             A1149,
LOG01,已下載,RPG,LOG==> 傳票未處理資料列印                    A1149,
MR0811,已下載,RPG,產品庫存量表－含專櫃＆在途量 (WORK FILE),
MSOR041,已下載,RPG,月通路產品銷售彙總表 (SCREEN CHECK),
MSOR041Q,已下載,RPG,月通路產品銷售彙總表 NO SCREEN FOR QSRTUP PGM,
MSOR0411,已下載,RPG,月通路產品銷售彙總表 (PRINT REPORTS),
MSOR042,已下載,RPG,月業務員業績報表 (SCREEN CHECK),
MSOR0421,已下載,RPG,月業務員業績報表 (PRINT REPORTS),
MSOR043,已下載,RPG,月品牌通路銷售彙總表 (SCREEN CHECK),
MSOR0431,已下載,RPG,月品牌通路銷售彙總表 (WRITE WF),
MSOR0432,已下載,RPG,月品牌通路銷售彙總表 (PRINT REPORTS),
MSOR044,已下載,RPG,月ＹＴＤ品牌通路銷售彙總表 (SCREEN CHECK),
MSOR0441,已下載,RPG,月ＹＴＤ品牌通路銷售彙總表 (WRITE WF),
MSOR0442,已下載,RPG,月ＹＴＤ品牌通路銷售彙總表 (PRINT REPORTS),
MSOR0443,已下載,RPG,月ＹＴＤ品牌通路銷售彙總表 (PRINT REPORTS),
MSOR045,已下載,RPG,月客戶銷售（退）統計表 (SCREEN CHECK),
MSOR0451,已下載,RPG,月客戶銷售（退）統計表 (WRITE WORK FILE),
MSOR0452,已下載,RPG,月客戶銷售（退）統計表 (PRINT REPORTS),
MSOR046,已下載,RPG,月產品銷售（退）統計表 (SCREEN CHECK) 分通路,
MSOR0461,已下載,RPG,月產品銷售（退）統計表 (WRITE WORK FILE),
MSOR0462,已下載,RPG,月產品銷售（退）統計表 (PRINT REPORTS),
MSOR0462S,已下載,RPG,月產品銷售（退）統計表 (PRINT REPORTS) 含型態,
MSOR0463,已下載,RPG,月產品銷售（退）統計表 (WRITE WORK FILE),
MSOR0464,已下載,RPG,月產品銷售（退）統計表 (PRINT REPORTS),
MSOR047,已下載,RPG,月存貨週轉統計年報 (SCREEN CHECK),
MSOR0471,已下載,RPG,月存貨週轉統計年報 (WRITE WORK FILE),
MSOR04711,已下載,RPG,月存貨週轉統計年報 (WRITE WORK FILE),
MSOR0472,已下載,RPG,月存貨週轉統計年報 (PRINT REPORTS),
MSOR048,已下載,RPG,通路產品平均銷售單價表 (SCREEN CHECK),
MSOR0481,已下載,RPG,通路產品平均銷售單價表 (PRINT REPORTS),
MTA001,已下載,RPG,產品基本資料維護                            A1034,
MTA002,已下載,RPG,供應商基本資料維護                          A1034,
MTA003,已下載,RPG,客戶基本資料維護   FOR EDP     v            A1118,
MTA0031,已下載,RPG,客戶基本資料維護   FOR END USERS            A1118,
MTA004,已下載,RPG,客戶分店資料維護   FOR EDP                  A1092,
MTA0041,已下載,RPG,客戶分店資料維護                            A1092,
MTA0042,已下載,RPG,應收日期帳齡分析表 (updat WORK FILE+aracpf),
MTA0043,已下載,RPG,凍結久未交易之客戶,
MTA0044,已下載,RPG,凍結久未交易之客戶 (SCREEN CHECK)          A1139,
MTA005,已下載,RPG,員工基本資料維護                            A1034,
MTA006,已下載,RPG,禮盒結構資料維護                            A1092,
MTA007,已下載,RPG,客戶信用額度維護,
MTA008,已下載,RPG,業務員輪調表維護,
MTA009,已下載,RPG,專櫃ＰＬＵ資料維護,
MTA0101,已下載,RPG,產品最低售價維護－ Product class,
MTA0102,已下載,RPG,產品最低售價維護,
MTB001,已下載,RPG,客戶主檔整檔批次處理 (SCREEN CHECK for ma31),
MTB0011,已下載,RPG,各戶主檔整檔批次處理 (BATCH),
MTB002,已下載,RPG,客戶主檔整檔批次處理 (SCREEN CHECK for md32),
MTB0021,已下載,RPG,各戶主檔整檔批次處理 (BATCH),
MTB003,已下載,RPG,客戶主檔整檔批次處理 (SCREEN CHECK for ma29),
MTB0031,已下載,RPG,客戶主檔整檔批次處理 (BATCH),
MTI021,已下載,RPG,客戶基本資料查詢－通路＋型態                A1084,
MTI022,已下載,RPG,客戶基本資料查詢－地區＋區域,
MTI023,已下載,RPG,停止交易客戶基本資料查詢－通路＋型態,
MTI024,已下載,RPG,停止出貨產品查詢,
MTI025,已下載,RPG,組別業務員資料查詢,
MTR010,已下載,RPG,產品最低售價列印 (SCREEN CHECK),
MTR0101,已下載,RPG,產品最低售價列印 (PRINT REPORTS),
MTR041,已下載,RPG,產品清冊列印 (SCREEN CHECK),
MTR0411,已下載,RPG,產品清冊列印 (PRINT REPORTS)                A1139,
MTR042,已下載,RPG,供應商清冊列印 (SCREEN CHECK)               A1005,
MTR0421,已下載,RPG,供應商清冊列印 (PRINT REPORTS)              A1005,
MTR043,已下載,RPG,客戶清冊 (SCREEN CHECK)                     A1139,
MTR0431,已下載,RPG,客戶清冊－依客戶別排序 (PRINT REPORTS)      A1139,
MTR0432,已下載,RPG,客戶清冊－依地區別排序 (PRINT REPORTS)      A1139,
MTR044,已下載,RPG,客戶信用明細表 (SCREEN CHECK)               A1139,
MTR0441,已下載,RPG,客戶信用明細表 (PRINT REPORTS)              A1139,
MTR045,已下載,RPG,員工清冊列印 (SCREEN CHECK)                 A1087,
MTR0451,已下載,RPG,員工清冊列印 (PRINT REPORTS)                A1087,
MTR046,已下載,RPG,禮盒結構表 (SCREEN CHECK)                   A1139,
MTR0461,已下載,RPG,禮盒結構表 (PRINT REPORTS)                  A1139,
MTR047,已下載,RPG,業務員輪調客戶報表 (SCREEN CHECK),
MTR0471,已下載,RPG,業務員輪調客戶報表,
MTR0472,已下載,RPG,業務員輪調客戶報表,
MTR0473,已下載,RPG,業務員輪調客戶報表,
MTR048,已下載,RPG,客戶簡明表 (SCREEN CHECK),
MTR0481,已下載,RPG,客戶簡明表 (PRINT REPORTS),
MTR049,已下載,RPG,供應商產品一覽表 (SCREEN CHECK)             A1087,
MTR0491,已下載,RPG,供應商產品一覽表 (report)                   A1087,
MTR050,已下載,RPG,新增產品一覽表 (SCREEN CHECK),
MTR0501,已下載,RPG,新增產品一覽表 (PRINT REPORTS),
MTR051,已下載,RPG,產品簡明表 (SCREEN CHECK)                   0070,
MTR0511,已下載,RPG,產品簡明表 (PRINT REPORTS)                  0070,
MTR052,已下載,RPG,收款用客戶明細表 (SCREEN CHECK)             A1139,
MTR0521,已下載,RPG,收款用客戶明細表 (PRINT REPORTS)            A1139,
MTR053,已下載,RPG,新增客戶一覽表 (SCREEN CHECK),
MTR0531,已下載,RPG,新增客戶一覽表,
MTR054,已下載,RPG,產品搭贈清冊列印 (SCREEN CHECK),
MTR0541,已下載,RPG,產品搭贈清冊列印 (PRINT REPORTS),
MTR055,已下載,RPG,客戶搭贈清冊 (SCREEN CHECK),
MTR0551,已下載,RPG,客戶搭贈清冊 (PRINT REPORTS),
MTR056,已下載,RPG,產品基本資料卡列印 (SCREEN CHECK),
MTR0561,已下載,RPG,產品基本資料卡列印 (PRINT REPORTS),
NOM000R,已下載,RPG,生日快樂 / 請勿吸煙,
PAA001,已下載,RPG,公司別資料維護                              A1092,
PAA002,已下載,RPG,代碼資料維護                              A1092,
PAA003,已下載,RPG,銷售通路型態碼資料維護  upd by stephanie    A1005,
PAA004,已下載,RPG,銷售地區碼資料維護     upd by stephanie     A1005,
PAA005,已下載,RPG,銷售地區區域碼資料維護 upd by stephanie     A1005,
PAA006,已下載,RPG,產品每箱標準容積維護                        A1005,
PAA007,已下載,RPG,代碼資料維護－數字                          A1092,
PAA008,已下載,RPG,代碼資料維護－數字                          A1092,
PAA009,已下載,RPG,代碼資料維護                              A1092,
PAA010,已下載,RPG,部門品牌對照資料維護,
PAA011,已下載,RPG,部門成本中心對照資料,
PAA012,已下載,RPG,試飲Ａ＆Ｐ對照資料維護,
PAA013,已下載,RPG,業務員部門對照資料維護,
PAA014,已下載,RPG,銷售大區域碼資料維護,
PAA015,已下載,RPG,銷售大區域地區碼資料維護,
PAA016,已下載,RPG,地理區資料維護,
PAA017,已下載,RPG,地理區地區碼資料維護,
PAA018,已下載,RPG,新產品種類代碼檔,
PAA019,已下載,RPG,ＡＭＰ代碼維護                            A1092,
PAA020,已下載,RPG,試飲ＡＭＰ對照維護,
PAR001,已下載,RPG,公司別資料列印 (SCREEN CHECK)               A1005,
PAR0011,已下載,RPG,公司別資料列印 (PRINT REPORTS)              A1005,
PAR002,已下載,RPG,代碼資料列印 (SCREEN CHECK)                 A1118,
PAR0021,已下載,RPG,代碼資料列印 (PRINT REPORTS)                A1118,
PAR003,已下載,RPG,銷售通路型態碼資料列印 (SCREEN CHECK)       A1005,
PAR0031,已下載,RPG,銷售通路型態碼資料列印 (PRINT REPORTS)      A1005,
PAR004,已下載,RPG,銷售地區碼資料列印 (SCREEN CHECK)           A1005,
PAR0041,已下載,RPG,銷售地區碼資料列印 (PRINT REPORTS)          A1005,
PAR005,已下載,RPG,銷售地區區域碼資料列印 (SCREEN CHECK)       A1005,
PAR0051,已下載,RPG,銷售地區區域碼資料列印 (PRINT REPORTS)      A1005,
PAR007,已下載,RPG,代碼資料列印 (SCREEN CHECK)                 A1118,
PAR0071,已下載,RPG,代碼資料列印 (PRINT REPORTS)                A1118,
PAR010,已下載,RPG,部門品牌對照資料列印 (SCREEN CHECK)       A1005,
PAR0101,已下載,RPG,部門品牌對照資料列印 (PRINT REPORTS)      A1005,
PAR011,已下載,RPG,部門成本中心對照資料列印 (SCREEN CHECK),
PAR0111,已下載,RPG,部門成本中心對照資料列印 (PRINT REPORTS),
PAR012,已下載,RPG,試飲Ａ＆Ｐ對照資料列印 (SCREEN CHECK),
PAR0121,已下載,RPG,試飲Ａ＆Ｐ對照資料列印 (PRINT REPORTS),
PAR013,已下載,RPG,業務員部門對照資料列印 (SCREEN CHECK),
PAR0131,已下載,RPG,業務員部門對照資料列印 (PRINT REPORTS),
PAR014,已下載,RPG,銷售大區域碼資料列印 (SCREEN CHECK),
PAR0141,已下載,RPG,銷售大區域碼資料列印 (PRINT REPORTS),
PAR015,已下載,RPG,銷售大區域地區碼資料列印 (SCREEN CHECK),
PAR0151,已下載,RPG,銷售大區域地區碼資料列印 (PRINT REPORTS),
PAR018,已下載,RPG,新產品種類代碼列印 (SCREEN CHECK),
PAR0181,已下載,RPG,新產品種類代碼列印 (PRINT REPORTS),
PAR019,已下載,RPG,ＡＭＰ代碼列印 (SCREEN CHECK),
PAR0191,已下載,RPG,ＡＭＰ代碼列印 (PRINT REPORTS),
PAR020,已下載,RPG,試飲ＡＭＰ對照資料列印 (SCREEN CHECK),
PAR0201,已下載,RPG,試飲ＡＭＰ對照資料列印 (PRINT REPORTS),
PIA001,已下載,RPG,盤點資料產生                                A1087,
PIA002,已下載,RPG,盤點資料輸入                                A1087,
PIA003,已下載,RPG,盤點結果更新                                A1087,
PIA003X,已下載,RPG,盤點結果更新                                A1087,
PIA005,已下載,RPG,盤點基準資料產生                            A1087,
PIB001,已下載,RPG,年終成本庫存備份,
PIB001A,已下載,RPG,年終成本庫存備份,
PIB002,已下載,RPG,專櫃銷售年終成本庫存調整－調整 (SRC CHECK),
PIB0021,已下載,RPG,專櫃銷售年終成本庫存調整,
PIB003,已下載,RPG,專櫃銷售年終成本庫存更新－銷售 (SRC CHECK),
PIB0031,已下載,RPG,專櫃銷售年終成本庫存更新,
PIB004,已下載,RPG,專櫃盤點年終成本庫存更新－盤點 (SRC CHECK),
PIB0041,已下載,RPG,專櫃盤點年終成本庫存更新,
PIB005,已下載,RPG,年終成本庫存備份  autoexec start job,
PIB006,已下載,RPG,專櫃採購月底成本庫存更新－採購 (SRC CHECK),
PIB0061,已下載,RPG,專櫃採購月底成本庫存更新,
PII021,已下載,RPG,盤點資料查詢,
PII022,已下載,RPG,年終成本數量查詢,
PII023,已下載,RPG,盤點資料查詢,
PIR041,已下載,RPG,盤點單列印 (SCREEN CHECK)                   A1087,
PIR0411,已下載,RPG,盤點單列印 (PRINT REPORTS)                  A1087,
PIR042,已下載,RPG,盤點清冊 (SCREEN CHECK)                     A1087,
PIR0421,已下載,RPG,盤點清冊 (PRINT REPORTS)                    A1087,
PIR043,已下載,RPG,盤盈虧表 (SCREEN CHECK)                     A1087,
PIR0431,已下載,RPG,盤盈虧表 (PRINT REPORTS 1)                  A1087,
PIR0432,已下載,RPG,盤盈虧表 (PRINT REPORTS 2)                  A1087,
PIR044,已下載,RPG,物流點盤點明細印 (SCREEN CHECK),
PIR0441,已下載,RPG,物流點盤點明細印 (PRINT REPORTS),
PIR045,已下載,RPG,盤點庫存檢查報表 (SCREEN CHECK),
PIR0451,已下載,RPG,盤點庫存檢查報表 (WRITE WORKFILE),
PIR0452,已下載,RPG,盤點庫存檢查報表 (PRINT REPORT),
PIR046,已下載,RPG,年終成本數量列印 (SCREEN CHECK),
PIR0461,已下載,RPG,年終成本數量列印 (PRINT REPORTS),
PIR0462,已下載,RPG,年終成本數量列印 (PRINT REPORTS),
PIR047,已下載,RPG,年終成本標準箱數表 (SCREEN CHECK),
PIR0471,已下載,RPG,年終成本標準箱數表 (PRINT REPORTS),
PIR0472,已下載,RPG,年終成本標準箱數表 (PRINT REPORTS),
PIR048,已下載,RPG,年終庫存物流彙總表 (SCREEN CHECK),
PIR0481,已下載,RPG,年終庫存物流彙總表 (WRITE WORKFILE),
PIR0482,已下載,RPG,年終庫存物流彙總表 (PRINT REPORTS),
POA001,已下載,RPG,供應商產品報價設定非康齡,
POA002,已下載,RPG,採購單資料維護                              A1092,
POA003,已下載,RPG,國外採購到貨處理                            A1092,
POA004,已下載,RPG,國外採購完稅處理    920703                  A1118,
POA005,已下載,RPG,國內採購驗收處理                            A1092,
POA006,已下載,RPG,採購單人工結案                              A1087,
POA007,已下載,RPG,採購備註資料維護　                          A1034,
POA008,已下載,RPG,採購單批次結案 (SCREEN CHECK)               A1118,
POA0081,已下載,RPG,採購單批次結案 (BATCH)                      A1118,
POA009,已下載,RPG,供應商產品報價設定－康齡,
POA010,已下載,RPG,採購單資料維護                              A1092,
POA061,已下載,RPG,採購資料轉歷史檔案 (SCREEN CHECK)           A1118,
POA0611,已下載,RPG,採購資料轉歷史檔案 (BATCH)                  A1118,
POA210,已下載,RPG,車型請購單建立                              A1034,
POI021,已下載,RPG,採購狀況（依產品）                          A1034,
POI022,已下載,RPG,採購狀況（依供應商）                        A1034,
POI023,已下載,RPG,未結案採購單狀況（依採購單號）              A1139,
POI024,已下載,RPG,採購歷史資料,
POI026,已下載,RPG,供應商產品報價查詢                          A1087,
POI027,已下載,RPG,採購單／驗收單查詢,
POI0271,已下載,RPG,採購單／驗收單－採購單查詢,
POI0272,已下載,RPG,採購單／驗收單－驗收單查詢,
POI997,已下載,RPG,供應商基本資料視窗查詢                      A1491,
POR041,已下載,RPG,供應商報價明細表 (SCREEN CHECK)             A1139,
POR0411,已下載,RPG,供應商報價明細表 (PRINT REPORTS)            A1139,
POR042,已下載,RPG,產品報價比較表 (SCREEN CHECK)               A1139,
POR0421,已下載,RPG,產品報價比較表 (PRINT REPORTS)              A1139,
POR043,已下載,RPG,採購單列印 (SCREEN CHECK)     套表          A1118,
POR0431,已下載,RPG,採購單列印 (PRINT REPORTS)    套表          A1118,
POR044,已下載,RPG,報價逾期表 (SCREEN CHECK)                   A1139,
POR0441,已下載,RPG,報價逾期表 (PRINT REPORTS)                  A1139,
POR045,已下載,RPG,供應商採購彙總表 (SCREEN CHECK)             A1139,
POR0451,已下載,RPG,供應商採購彙總表 (PRINT REPORTS)            A1139,
POR047,已下載,RPG,國外採購到貨成本單 (SCREEN CHECK)           A1118,
POR0471,已下載,RPG,國外採購到貨成本單 (PRINT REPORTS)          A1118,
POR048,已下載,RPG,採購完稅明細表 (SCREEN CHECK)              A1005,
POR0481,已下載,RPG,採購完稅明細表 (PRINT REPORTS)             A1005,
POR0482,已下載,RPG,採購完稅明細表 (PRINT REPORTS)             A1005,
POR049,已下載,RPG,國外採購 ETD 狀況表 (SCREEN CHECK)          A1005,
POR0491,已下載,RPG,國外採購 ETD 狀況表 (PRINT REPORTS)         A1005,
POR050,已下載,RPG,驗收單明細表 (SCREEN CHECK)                 A1087,
POR0501,已下載,RPG,驗收單明細表 (PRINT REPORTS 1)              A1087,
POR0502,已下載,RPG,驗收單明細表 (PRINT REPORTS 2)              A1087,
POR051,已下載,RPG,產品低於安全量報表 (SCREEN CHECK),
POR0511,已下載,RPG,產品低於庫存量報表,
POR052,已下載,RPG,供應商採購明細表    screen check,
POR0521,已下載,RPG,供應商採購明細表,
POR053,已下載,RPG,供應商採購驗收明細表    screen check,
POR0531,已下載,RPG,供應商採購驗收明細表,
POR054,已下載,RPG,供應商採購完稅彙總表 (SCREEN CHECK),
POR0541,已下載,RPG,供應商採購完稅彙總表 (WRITE WORKFILE),
POR0542,已下載,RPG,供應商採購完稅彙總表 (PRINT REPORTS),
POR055,已下載,RPG,供應商到貨完稅狀況表 (SCREEN CHECK),
POR0551,已下載,RPG,供應商到貨完稅狀況表 (WRITE WORKFILE),
POR0552,已下載,RPG,供應商到貨完稅狀況表 (PRINT REPORTS),
POR056,已下載,RPG,國內驗收金額月彙總總 (SCREEN CHECK),
POR0561,已下載,RPG,國內驗收金額月彙總表 (PRINT REPORTS),
POR057,已下載,RPG,建議產品採購表 (SCREEN CHECK),
POR0571,已下載,RPG,建議產品採購表 (WRITE WORKFILE),
POR0572,已下載,RPG,建議產品採購表 (REPORT),
POR058,已下載,RPG,國內供應商進貨明細表 (SCREEN CHECK),
POR0581,已下載,RPG,國內供應商進貨明細表 (WRITE WORKFILE),
POR0582,已下載,RPG,國內供應商進貨明細表 (PRINT REPORTS),
POR059,已下載,RPG,國外到貨統計年報 (SCREEN CHECK),
POR0591,已下載,RPG,國外到貨統計年報 (WRITE WORK FILE),
POR0592,已下載,RPG,國外到貨統計年報 (PRINT REPORTS),
POR060,已下載,RPG,完稅產品空瓶重量表 (SCREEN CHECK)          A1005,
POR0601,已下載,RPG,完稅產品空瓶重量表 (PRINT REPORTS)         A1005,
POR0602,已下載,RPG,完稅產品空瓶重量表 (PRINT REPORTS)         A1005,
POR061,已下載,RPG,國內進貨報價明細表 (SCREEN CHECK),
POR0611,已下載,RPG,國內進貨報價明細表 (PRINT REPORTS),
POR062,已下載,RPG,國外採購成本差異表 (SCREEN CHECK),
POR0621,已下載,RPG,國外採購成本差異表 (WRITE WORK FILE),
POR0622,已下載,RPG,國外採購成本差異表 (PRINT REPORTS),
