MEMBER,,TYPE,TEXT,規格書
POR063,已下載,RPG,匯東進貨成本一覽表 (SCREEN CHECK),
POR0631,已下載,RPG,Cost Report,
POR064,已下載,RPG,匯東進貨成本差異表 (PRINT REPORTS),
POR065,已下載,RPG,建議產品採購表含可用量 (SCREEN CHECK),
POR0651,已下載,RPG,建議產品採購表含可用量 (WRITE WORKFILE),
POR0652,已下載,RPG,建議產品採購表含可用量 (REPORT),
POR066,已下載,RPG,國內供應商進貨明細表 (SCREEN CHECK),
POR0661,已下載,RPG,國內供應商進貨明細表 (WRITE WORKFILE),
POR0662,已下載,RPG,國內供應商進貨明細表 (PRINT REPORTS),
POR067,已下載,RPG,進貨金額及交際費用報表 (SCREEN CHECK),
POR0671,已下載,RPG,進貨金額及交際費用報表 - 國外到貨,
POR0672,已下載,RPG,進貨金額及交際費用報表 - 完稅金額,
POR0673,已下載,RPG,進貨金額及交際費用報表 - 國內進貨,
POR0674,已下載,RPG,進貨金額及交際費用報表 - 交際費,
POR0675,已下載,RPG,進貨金額及交際費用報表 - 交際費 ( 試飲退回 ),
POR997,已下載,RPG,供應商業績獎金計算,
POR9971,已下載,RPG,供應商業績獎金計算,
POS120,已下載,RPG,車型基本資料全頁查詢                        A1034,
PUBPF4,已下載,RPG,F4 for help                 Taylor 80.1.8   A1092,
PYA808,已下載,RPG,產品別銷售分析明細表                        A1491,
PYA8081,已下載,RPG,產品別銷售分析,
PYA8082,已下載,RPG,產品別銷售分析,
PYA8083,已下載,RPG,產品別銷售明細表 ( 按部門 )                 A1491,
PYA8084,已下載,RPG,產品別銷售明細表 ( 按部門 )                 A1491,
PYZZ01,已下載,RPG,下載路徑檔維護                              A1491,
PYZZ02,已下載,RPG,專櫃試飲會計科目對應                        A1491,
PYZ999,已下載,RPG,西祺，康寧 -   送貨單補送,
P03,已下載,RPG,VERIFY A GIVEN CHOP-NUMBER   ( 營利事業統一編號 ),
REO012,已下載,RPG,POA001-supplier quotation maint asset,
RES001,已下載,RPG,日期轉換  MMDDYY  <--->  YYMMDD            HBPGMR,
RES002,已下載,RPG,採購單號採番                                A1034,
RES003,已下載,RPG,驗收單號採番                                A1034,
RES004,已下載,RPG,銷售訂單採番                                A1034,
RES005,已下載,RPG,送貨單號採番                                A1034,
RES006,已下載,RPG,銷貨退回單號採番                            A1034,
RES007,已下載,RPG,調撥單號採番                                A1034,
RES008,已下載,RPG,調整單號採番                                A1034,
RES009,已下載,RPG,良壞轉換單號採番                            A1034,
RES010,已下載,RPG,成本調整單號採番                            A1034,
RES011,已下載,RPG,報廢單號採番                                A1034,
RES012,已下載,RPG,折讓單號採番                                A1034,
RES013,已下載,RPG,禮盒組拆單號採番                            A1034,
RES014,已下載,RPG,發票號碼採番      v                         A1087,
RES015,已下載,RPG,收回單號採番                                A1034,
RES016,已下載,RPG,盤點單號採番                                A1034,
RES017,已下載,RPG,get spool file's usrdta,
RES018,已下載,RPG,禮盒結構拆解金額成本計算,
S#A110,已下載,RPG,使用者基本資料維護                          A1062,
S#A120,已下載,RPG,使用者管制資料維護                          A1062,
S#A130,已下載,RPG,程式管制資料維護                            A1062,
S#A140,已下載,RPG,程式基本資料維護                            A1062,
S#A142,已下載,RPG,RTVTXT TO S#SPPF  CALL S#A141         A1092,
S#CP01,已下載,RPG,拷備使用者安全管制 (SCREEN CHECK),
S#CP011,已下載,RPG,拷備使用者安全管制,
S#CP02,已下載,RPG,拷備程式安全管制 (SCREEN CHECK),
S#CP021,已下載,RPG,拷備程式安全管制,
S#I310,已下載,RPG,程式基本資料全頁查詢                        A1062,
S#M010,已下載,RPG,程式安全管制系統 (SUBFILE MENU)             A1034,
S#M011,已下載,RPG,程式安全管制系統 (SUBFILE MENU)             A1034,
S#R411,已下載,RPG,依使用者列印管制資料                        A1062,
S#R413,已下載,RPG,依使用者列印管制資料                        A1062,
S#R421,已下載,RPG,依程式列印管制資料                          A1062,
S#R423,已下載,RPG,依程式列印管制資料                          A1062,
S#R431,已下載,RPG,授權清冊                                    A1062,
S#R433,已下載,RPG,授權清冊                                    A1062,
S#S01,已下載,RPG,程式安全管制副程式                          A1034,
S#S01S,已下載,RPG,程式安全管制副程式                          A1034,
S#S110,已下載,RPG,使用者基本資料全頁查詢                      A1062,
S#S140,已下載,RPG,程式基本資料全頁查詢                        A1062,
SAA001,已下載,RPG,銷售目標達成率設定                          A1084,
SAA002,已下載,RPG,專櫃目標達成率設定                          A1084,
SAA003,已下載,RPG,銷售目標達成率設定                          A1084,
SAR041,已下載,RPG,客戶退貨明細表 (SCREEN CHECK)               A1087,
SAR0411,已下載,RPG,客戶退貨明細表－銷退,
SAR0412,已下載,RPG,客戶退貨明細表－產品收回,
SAR042,已下載,RPG,產品退貨彙總表 (SCREEN CHECK)               A1087,
SAR0421,已下載,RPG,產品退貨彙總表 (write rewf54)               A1087,
SAR0422,已下載,RPG,產品退貨彙總表 (print report)               A1087,
SAR0423,已下載,RPG,產品退貨彙總表 (write rewf54)               A1087,
SAR0424,已下載,RPG,產品退貨彙總表 (print report)               A1087,
SAR043,已下載,RPG,業務員業績報表 (SCREEN CHECK)               A1087,
SAR0431,已下載,RPG,業務員業績報表 (REWF12) 920801,
SAR0432,已下載,RPG,業務員業績報表                              A1087,
SAR0432J,已下載,RPG,業務員業績報表                              A1087,
SAR044,已下載,RPG,地區達成率分析表 (SCREEN CHECK)             A1084,
SAR0441,已下載,RPG,地區達成率分析表 (WRITE WORK FILE)          A1084,
SAR0442,已下載,RPG,地區達成率分析表 (PRINT REPORTS)            A1084,
SAR0442J,已下載,RPG,地區達成率分析表 (PRINT REPORTS)            A1084,
SAR045,已下載,RPG,通路達成率分析表 (SCREEN CHECK)             A1084,
SAR0451,已下載,RPG,通路達成率分析表 (WRITE WORK FILE)          A1084,
SAR0452,已下載,RPG,通路達成率分析表 (PRINT REPORTS)            A1084,
SAR0452J,已下載,RPG,通路達成率分析表 (PRINT REPORTS)            A1084,
SAR046,已下載,RPG,客戶銷售統計表 (SCREEN CHECK),
SAR0461,已下載,RPG,客戶銷售統計表 (WRITE WORK FILE),
SAR0462,已下載,RPG,客戶銷售統計表 (PRINT REPORTS),
SAR047,已下載,RPG,產品銷售統計表 (SCREEN CHECK)               A1084,
SAR0471,已下載,RPG,產品銷售統計表 (WRITE WORK FILE)            A1084,
SAR0472,已下載,RPG,產品銷售統計表 (PRINT REPORTS)              A1084,
SAR0473,已下載,RPG,產品銷售統計表 (WRITE WORK FILE)            A1084,
SAR0474,已下載,RPG,產品銷售統計表 (PRINT REPORTS)              A1084,
SAR048,已下載,RPG,產品成長率分析表 (SCREEN CHECK)             A1084,
SAR0481,已下載,RPG,產品成長率分析表 (WRITE WORK FILE)          A1084,
SAR0482,已下載,RPG,產品成長率分析表 (PRINT REPORTS)            A1084,
SAR049,已下載,RPG,試飲分析明細報表 (SCREEN CHECK),
SAR0491,已下載,RPG,試飲分析明細表－Ａ,
SAR04911,已下載,RPG,試飲分析明細表－Ａ（禮盒拆單瓶 write wf),
SAR04912,已下載,RPG,試飲分析明細表－Ａ (print report),
SAR0492,已下載,RPG,試飲分析明細表－Ｂ,
SAR04921,已下載,RPG,試飲分析明細表－Ｂ（禮盒拆單瓶 write wf),
SAR04922,已下載,RPG,試飲分析明細表－Ｂ (print report),
SAR0493,已下載,RPG,試飲分析明細表－Ｃ,
SAR04931,已下載,RPG,試飲分析明細表－Ｃ（禮盒拆單瓶 write wf),
SAR04932,已下載,RPG,試飲分析明細表－Ｃ (print report),
SAR0494,已下載,RPG,試飲分析明細表－Ｄ,
SAR04941,已下載,RPG,試飲分析明細表－Ｄ（禮盒拆單瓶 write wf),
SAR04942,已下載,RPG,試飲分析明細表－Ｄ,
SAR0495,已下載,RPG,試飲分析明細表－Ａ,
SAR04951,已下載,RPG,試飲分析明細表－Ｅ（禮盒拆單瓶 write wf),
SAR04952,已下載,RPG,試飲分析明細表－Ｅ,
SAR050,已下載,RPG,搭贈分析表 (SCREEN CHECK)                 A1087,
SAR0501,已下載,RPG,搭贈分析表－Ａ   920724                     A1087,
SAR0502,已下載,RPG,搭贈分析表－Ｂ   920724                     A1087,
SAR051,已下載,RPG,專櫃達成率分析表 (SCREEN CHECK)             A1084,
SAR0511,已下載,RPG,專櫃達成率分析表 (WRITE WORK FILE) 牌價     A1084,
SAR0512,已下載,RPG,專櫃達成率分析表 (PRINT REPORTS)            A1084,
SAR052,已下載,RPG,期間專櫃銷售分析表 (SCREEN CHECK)           A1084,
SAR0521,已下載,RPG,期間專櫃銷售分析表 (WRITE WORK FILE) 牌價   A1084,
SAR0522,已下載,RPG,期間專櫃銷售分析表 (PRINT REPORTS)          A1084,
SAR053,已下載,RPG,專櫃產品毛利率表 (SCREEN CHECK),
SAR0531,已下載,RPG,專櫃產品毛利率表 (WRITE WORK FILE),
SAR0532,已下載,RPG,專櫃產品毛利率表 (WRITE WORK FILE),
SAR0533,已下載,RPG,專櫃產品毛利率表,
SAR054,已下載,RPG,專櫃產品銷售排行榜 (SCREEN CHECK)           A1084,
SAR0541,已下載,RPG,專櫃產品銷售排行榜 (WRITE WORK FILE) 數量   A1084,
SAR0543,已下載,RPG,專櫃產品銷售排行榜 (PRINT REPORTS)   數量   A1084,
SAR055,已下載,RPG,客戶毛利金額排行榜 (SCREEN CHECK)           A1084,
SAR0551,已下載,RPG,客戶毛利金額排行榜 (WRITE WORK FILE)        A1084,
SAR0552,已下載,RPG,客戶毛利金額排行榜 (PRINT REPORTS)          A1084,
SAR056,已下載,RPG,產品專櫃達成率分析表 (SCREEN CHECK)         A1084,
SAR0561,已下載,RPG,產品專櫃達成率分析表 (WRITE WORK FILE)      A1084,
SAR0562,已下載,RPG,產品專櫃達成率分析表 (PRINT REPORTS)        A1084,
SAR057,已下載,RPG,久未交易客戶報表 (SCREEN CHECK),
SAR0571,已下載,RPG,久未交易客戶報表,
SAR058,已下載,RPG,通路地區達成率分析表 (SCREEN CHECK)         A1084,
SAR0581,已下載,RPG,通路地區達成率分析表 (WRITE WORK FILE) 牌價 A1084,
SAR0582,已下載,RPG,通路地區達成率分析表 (PRINT REPORTS)        A1084,
SAR059,已下載,RPG,產品客戶銷售排行榜 (SCREEN CHECK),
SAR0591,已下載,RPG,產品客戶銷售排行榜 (WRITE WORK FILE),
SAR0592,已下載,RPG,產品客戶銷售排行榜 (PRINT REPORTS),
SAR0593,已下載,RPG,產品客戶銷售排行榜 (PRINT REPORTS),
SAR060,已下載,RPG,客戶最近成交一覽表 (SCREEN CHECK),
SAR0601,已下載,RPG,客戶最近成交一覽表 (PRINT REPORTS),
SAR061,已下載,RPG,產品標準箱數彙總表 (SCREEN CHECK)           A1084,
SAR0611,已下載,RPG,產品標準箱數彙總表 (WRITE WORK FILE)        A1084,
SAR0612,已下載,RPG,產品標準箱數彙總表 (PRINT REPORTS)          A1084,
SAR062,已下載,RPG,通路產品銷售週報表 (SCREEN CHECK)           A1084,
SAR0621,已下載,RPG,通路產品銷售週報表 (WRITE WORK FILE)        A1084,
SAR0622,已下載,RPG,通路產品銷售週報表 (PRINT REPORTS)          A1084,
SAR063,已下載,RPG,產品銷售毛利合併報表 (cseck screen),
SAR0631,已下載,RPG,產品銷售毛利合併報表 (WRITE WORK FILE)      A1084,
SAR0632,已下載,RPG,產品銷售毛利合併報表,
SAR0633,已下載,RPG,產品銷售毛利合併報表－國內,
SAR0634,已下載,SQLRPG,產品銷售毛利合併報表 (WRITE WORK FILE) 送貨日期,
SAR064,已下載,RPG,客戶往來產品表 (SCREEN CHECK),
SAR0641,已下載,RPG,客戶往來產品表 (WRITE WORK FILE),
SAR0642,已下載,RPG,客戶往來產品表 (PRINT REPORTS),
SAR065,已下載,RPG,試飲原因統計表 (SCREEN CHECK),
SAR0651,已下載,RPG,試飲原因統計表 (WRITE WORK FILE),
SAR0652,已下載,RPG,試飲原因統計表 (PRINT REPORTS),
SAR066,已下載,RPG,通路型態銷售貢獻度分析表 (SCREEN CHECK),
SAR0661,已下載,RPG,通路型態銷售貢獻度分析表 (WRITE WORK FILE),
SAR0662,已下載,RPG,通路型態銷售貢獻度分析表 (PRINT REPORTS),
SAR067,已下載,RPG,試飲分析彙總表 (SCREEN CHECK),
SAR0671,已下載,RPG,試飲分析彙總表 (WRITE WORK FILE),
SAR0672,已下載,RPG,試飲分析彙總表 (PRINT REPORTS),
SAR068,已下載,RPG,搭贈分析彙總表 (SCREEN CHECK),
SAR0681,已下載,RPG,搭贈分析彙總表 (WRITE WORK FILE),
SAR0682,已下載,RPG,搭贈分析彙總表 (PRINT REPORTS),
SAR069,已下載,RPG,產品銷售分析週報表 (SCREEN CHECK),
SAR0691,已下載,RPG,產品銷售分析週報表 (WRITE WORK FILE),
SAR0692,已下載,RPG,產品銷售分析週報表 (PRINT REPORTS),
SAR070,已下載,RPG,產品銷售分析週報表－依辦事處 (SCREEN CHECK),
SAR0701,已下載,RPG,產品銷售分析週報表－依辦事處 (WRITE WORK FILE),
SAR0702,已下載,RPG,產品銷售分析週報表－依辦事處 (PRINT REPORTS),
SAR071,已下載,RPG,業務員銷售（退）業績報表 (SCREEN CHECK),
SAR0711,已下載,RPG,業務員銷售（退）業績報表 (REWF12),
SAR0712,已下載,RPG,業務員銷售（退）業績報表,
SAR072,已下載,RPG,產品銷售分析週報表－依辦事處 (srreen check),
SAR072A,已下載,RPG,產品銷售分析週報表－依辦事處 -for addjobscde,
SAR0721,已下載,RPG,產品銷售分析週報表－依辦事處 (WRITE WORK FILE),
SAR0722,已下載,RPG,產品銷售分析週報表－依辦事處 (PRINT REPORTS),
SAR073,已下載,RPG,產品銷售分析週報表 (SCREEN CHECK),
SAR073A,已下載,RPG,產品銷售分析週報表 -for addjobscde (autoprt002),
SAR0731,已下載,RPG,產品銷售分析週報表 (WRITE WORK FILE),
SAR0732,已下載,RPG,產品銷售分析週報表 (PRINT REPORTS),
SAR074,已下載,RPG,品牌／客戶達成率同期比較表 (SCREEN CHECK),
SAR074A,已下載,RPG,品牌／客戶達成率同期比較表 (WRITE WORK FILE),
SAR0741,已下載,RPG,品牌／客戶達成率同期比較表 (WRITE WORK FILE),
SAR0742,已下載,RPG,品牌／客戶達成率同期比較表 (PRINT REPORTS),
SAR075,已下載,RPG,客戶產品銷售管理目標追蹤表 (SCREEN CHECK),
SAR0751,已下載,RPG,客戶產品銷售管理目標追蹤表 (WRITE WORK FILE)A1084,
SAR0752,已下載,RPG,客戶產品銷售管理目標追蹤表 (PRINT REPORTS)  A1084,
SAR076,已下載,RPG,康齡銷貨退回庫存差異調整表,
SAR0761,已下載,RPG,康齡銷貨退回庫存差異調整表,
SAR0762,已下載,RPG,康齡銷貨退回庫存差異調整表,
SAR077,已下載,RPG,康齡銷貨折讓差異調整表,
SAR0771,已下載,RPG,康齡銷貨折讓差異調整表,
SAR078,已下載,RPG,產品客戶銷售分析週報表 (SCREEN CHECK),
SAR078A,已下載,RPG,產品客戶銷售分析週報表 -for addjobscde,
SAR0781,已下載,RPG,產品客戶銷售分析週報表 (WRITE WORK FILE),
SAR0782,已下載,RPG,產品客戶銷售分析週報表 (PRINT REPORTS),
SAR079,已下載,RPG,產品銷售分析週報表－依辦事處 (srreen check),
SAR0791,已下載,RPG,產品銷售分析週報表－依辦事處 (WRITE WORK FILE),
SAR0792,已下載,RPG,產品銷售分析週報表－依辦事處 (PRINT REPORTS),
SAR0793,已下載,RPG,產品銷售分析週報表－依辦事處 (PRINT REPORTS),
SAR080,已下載,RPG,試飲原因統計表 (SCREEN CHECK),
SAR0801,已下載,RPG,試飲原因統計表 (PRINT REPORTS 1)           A1087,
SAR0802,已下載,RPG,試飲原因統計表 (PRINT REPORTS),
SAR081,已下載,RPG,期間專櫃銷售分析表 (SCREEN CHECK)           A1084,
SAR0811,已下載,RPG,期間專櫃銷售分析表 (WRITE WORK FILE) 牌價   A1084,
SAR0812,已下載,RPG,期間專櫃銷售分析表 (PRINT REPORTS)          A1084,
SAR0813,已下載,RPG,期間專櫃銷售分析表 (WRITE WORK FILE) 牌價   A1084,
SAR0814,已下載,RPG,期間專櫃銷售分析表 (PRINT REPORTS)          A1084,
SAR0815,已下載,RPG,期間專櫃銷售分析表專櫃總數,
SAR0816,已下載,RPG,期間專櫃銷售分析表 (PRINT REPORTS)          A1084,
SAR082,已下載,RPG,產品銷售分析週報－國外 (SCREEN CHECK),
SAR0821,已下載,RPG,產品銷售分析週報－國外 (WRITE WORK FILE),
SAR0822,已下載,RPG,產品銷售分析週報－國外 (PRINT REPORTS),
SAR083,已下載,RPG,試飲原因統計表依客戶 (SCREEN CHECK),
SAR0831,已下載,RPG,試飲原因統計表依客戶 (WRITE WORK FILE),
SAR0832,已下載,RPG,試飲原因統計表依客戶 (PRINT REPORTS),
SAR084,已下載,RPG,產品銷售毛利報表 (cseck screen),
SAR0841,已下載,RPG,產品銷售毛利報表 (WRITE WORK FILE)      A1084,
SAR0842,已下載,RPG,產品銷售毛利報表,
SAR085,已下載,RPG,業務同仁銷售毛利報表 (cseck screen),
SAR0851,已下載,RPG,業務同仁銷售毛利報表 ( 銷售 ),
SAR0852,已下載,RPG,業務同仁銷售毛利報表 ( 銷退 ),
SAR0853,已下載,RPG,業務同仁銷售毛利報表 ( 列印 ),
SAR0854,已下載,RPG,業務同仁銷售毛利報表 ( 列印 2),
SAR086,已下載,RPG,滯銷產品明細表 (cseck screen),
SAR0861,已下載,RPG,滯銷產品明細表 ( 列印 ),
SOA001,已下載,RPG,通路型態產品報價設定                        A1087,
SOA001A,已下載,RPG,通路型態產品報價設定  after confirm modify  A1087,
SOA002,已下載,RPG,客戶產品報價設定                            A1087,
SOA002A,已下載,RPG,客戶產品報價設定  after confirm modify      A1087,
SOA003,已下載,RPG,銷售訂單處理   sc07+sc02,
SOA004,已下載,RPG,送貨單資料處理  se06+se02                   A1092,
SOA005,已下載,RPG,銷貨退回資料處理 SG06+SG02                  A1087,
SOA005X,已下載,RPG,銷貨退回資料處理 SG06+SG02                  A1087,
SOA006,已下載,RPG,訂單／送貨核准發放處理                      A1087,
SOA0061,已下載,RPG,訂單／送貨核准發放處理                      A1087,
SOA0062,已下載,RPG,訂單／送貨核准發放處理－單據明細查詢        A1087,
SOA0063,已下載,RPG,訂單／送貨核准發放處理－單據／搭贈查詢      A1087,
SOA0064,已下載,RPG,訂單／送貨核准發放處理,
SOA007,已下載,RPG,產品收回處理   sn05+sn02 920706             A1118,
SOA0081,已下載,RPG,訂單批次處理 (BATCH)/upd by stephanie 810503 A118,
SOA009,已下載,RPG,經銷商送貨訂單批次處理 (SCREEN CHECK)       A1034,
SOA0091,已下載,RPG,經銷商送貨訂單批次處理 (BATCH)   /         A1034,
SOA010,已下載,RPG,寄賣訂單批次處理 (SCREEN CHECK)       A1034,
SOA0101,已下載,RPG,寄賣訂單批次處理 (BATCH)   /         A1034,
SOA011,已下載,RPG,全省訂單／送貨核准發放處理,
SOA0111,已下載,RPG,全省訂單／送貨核准發放處理,
SOA0112,已下載,RPG,全省訂單／送貨核准發放處理,
SOA0113,已下載,RPG,全省訂單／送貨核准發放處理,
SOA012,已下載,RPG,專櫃訂單批次處理 (SCREEN CHECK),
SOA0121,已下載,RPG,專櫃訂單批次處理 (BATCH)    /,
SOA013,已下載,RPG,試飲退回處理   sn05+sn02 920706             A1118,
SOA0131,已下載,RPG,試飲訂單處理   sc07+sc02                    A1092,
SOA014,已下載,RPG,銷售銷退月檔批次處理 (SCREEN CHECK),
SOA014X,已下載,RPG,反銷售銷退月檔批次處理 (SCREEN CHECK),
SOA0141,已下載,RPG,銷售銷退月檔批次處理 (BATCH),
SOA0141X,已下載,RPG,反銷售銷退月檔批次處理 (BATCH),
SOA0142,已下載,RPG,銷售銷退月檔批次處理  auto start job,
SOA015,已下載,RPG,試飲訂單處理   sc07+sc02                    A1092,
SOA0151,已下載,RPG,試飲訂單處理   sc07+sc02                    A1092,
SOA016,已下載,RPG,客戶修正報價拷貝批次作業 (screen check),
SOA016B1,已下載,RPG,客戶修正報價拷貝，確認批次作業 (BATCH),
SOA016X,已下載,RPG,客戶修正報價還原批次作業 (screen check),
SOA016X1,已下載,RPG,客戶修正報價還原批次作業 (BATCH),
SOA0161,已下載,RPG,客戶修正報價拷貝批次作業 (BATCH),
SOA017,已下載,RPG,通路延長報價拷貝批次作業 (screen check),
SOA017B1,已下載,RPG,通路延長報價拷貝，確認批次作業 (BATCH),
SOA017X,已下載,RPG,通路延長報價拷貝還原作業 (screen check),
SOA017X1,已下載,RPG,通路延長報價拷貝還原作業 (BATCH),
SOA0171,已下載,RPG,通路延長報價拷貝批次作業 (BATCH),
SOA018,已下載,RPG,普銷訂單處理   sc07+sc02                    A1092,
SOA019,已下載,RPG,普銷送貨單資料處理,
SOA020,已下載,RPG,普銷訂單／送貨單批次處理 (SCREEN CHECK),
SOA0201,已下載,RPG,普銷訂單／送貨單批次處理 (BATCH) NO USER   *,
SOA0202,已下載,RPG,普銷送貨單批次處理 (BATCH),
SOA021,已下載,RPG,專櫃銷售訂單處理   sc07+sc02,
SOA022,已下載,RPG,專櫃五日資料維護,
SOA023,已下載,RPG,專櫃轉檔批次 (SCREEN CHECK),
SOA0231,已下載,RPG,匯齡專櫃轉檔批次     ( 不再使用 )   96/04/01,
SOA0232,已下載,RPG,專櫃轉檔批次 for objlck,
SOA0233,已下載,RPG,專櫃轉檔批次－可用量不足報表,
SOA0234,已下載,RPG,康齡專櫃轉檔批次    %,
SOA024,已下載,RPG,客戶新增報價拷貝批次作業 (screen check),
SOA0241,已下載,RPG,客戶新增報價拷貝批次作業 (BATCH),
SOA025,已下載,RPG,通路新增報價拷貝批次作業 (screen check),
SOA0251,已下載,RPG,通路新增報價拷貝批次作業 (BATCH),
SOA026,已下載,RPG,專櫃部門抽成比率維護,
SOA027,已下載,RPG,專櫃出貨 (SUB PGM) 轉採購單,
SOA028,已下載,RPG,專櫃出貨確認 (SUB PGM) 轉進貨驗收,
SOA0281,已下載,RPG,專櫃匯東訂單轉驗收單之稅額與發票同步,
SOA029,已下載,RPG,期初庫存處理　ＲＭ＝＞ＫＮ,
SOA030,已下載,RPG,匯東產品進貨處理   sc07+sc02,
SOA031,已下載,RPG,銷貨目標資料維護,
SOA0311,已下載,RPG,銷貨目標資料維護,
SOA032,已下載,RPG,退貨無發票資料維護,
SOA0321,已下載,RPG,退貨無發票資料維護 - 明細作業１  (1 RECORD),
SOA0322,已下載,RPG,退貨無發票資料維護 - 明細作業２  (SFL),
SOA033,已下載,RPG,發票編號資料設定                            A1139,
SOA034,已下載,RPG,年度銷售統計表                              A1491,
SOA0341,已下載,RPG,年度銷售統計表                              A1491,
SOA0351,已下載,RPG,年度銷售統計表 ( 種類 )                     A1491,
SOA0352,已下載,RPG,年度銷售統計表 ( 種類 )                     A1491,
SOR041,已下載,RPG,客戶產品報價表 (SCREEN CHECK)               A1087,
SOR0411,已下載,RPG,客戶產品報價表 (WRITE WORKFILE)             A1087,
SOR0412,已下載,RPG,客戶產品報價表 (PRINT REPORTS),
SOR042,已下載,RPG,產品客戶報價表 (SCREEN CHECK)   920729      A1087,
SOR042A,已下載,RPG,通路產品報價到期表 (SCREEN CHECK),
SOR042A1,已下載,RPG,通路產品報價到期表 (PRINT REPORTS),
SOR042B,已下載,RPG,客戶報價到期表 (SCREEN CHECK),
SOR042B1,已下載,RPG,客戶報價到期表 (PRINT REPORTS),
SOR0421,已下載,RPG,產品客戶報價表 (WRITE WORKFILE)             A1087,
SOR0422,已下載,RPG,產品通路報價表 (PRINT REPORTS)              A1087,
SOR043,已下載,RPG,客戶報價單 (SCREEN CHECK) 套表              A1087,
SOR0431,已下載,RPG,客戶報價單 (WRITE WORKFILE REWF031) 套表,
SOR0432,已下載,RPG,客戶報價單 (WRITE WORKFILE) 套表            A1087,
SOR0433,已下載,RPG,客戶報價單 (PRINT REPORTS) 套表             A1087,
SOR044,已下載,RPG,產品牌價價格表 (SCREEN CHECK)               A1139,
SOR0441,已下載,RPG,產品牌價價格表 (PRINT REPORTS)              A1139,
SOR045,已下載,RPG,待核准單據彙總表 (SCREEN CHECK)             A1139,
SOR0451,已下載,RPG,待核准單據彙總表 (PRINT REPORTS)            A1139,
SOR046,已下載,RPG,核准簽章明細表 (SCREEN CHECK)               A1087,
SOR0461,已下載,RPG,核准簽章明細表 (PRINT REPORTS A)            A1087,
SOR0462,已下載,RPG,核准簽章明細表 (PRINT REPORTS B)            A1087,
SOR0463,已下載,RPG,核准簽章明細表 (PRINT REPORTS C)            A1087,
SOR0464,已下載,RPG,核准簽章明細表 (PRINT REPORTS D)            A1087,
SOR0465,已下載,RPG,核准簽章明細表 (PRINT REPORTS E)            A1087,
SOR047,已下載,RPG,送貨未確認明細表 (SCREEN CHECK)             A1139,
SOR0471,已下載,RPG,送貨未確認明細表 (PRINT REPORTS)            A1139,
SOR048,已下載,RPG,預定送貨明細表 (SCREEN CHECK)               A1139,
SOR0481,已下載,RPG,預定送貨明細表 (PRINT REPORTS)              A1139,
SOR0482,已下載,RPG,預定送貨明細表 (PRINT REPORTS)              A1139,
SOR049,已下載,RPG,組別業務員銷售明細表 (SCREEN CHECK),
SOR0491,已下載,RPG,組別業務員銷售明細表 (PRINT REPORTS)        A1087,
SOR050,已下載,RPG,業務員產品銷售（退）彙總表 (SCREEN CHECK),
SOR0501,已下載,RPG,業務員產品銷售（退）彙總表 (WRITE WORK FILE),
SOR0502,已下載,RPG,業務員產品銷售（退）彙總表 (PRINT REPORTS),
SOR051,已下載,RPG,通路產品銷售彙總表 (SCREEN CHECK)           A1139,
SOR0511,已下載,RPG,通路產品銷售彙總表 (PRINT REPORTS)          A1139,
SOR052,已下載,RPG,客戶應收到期明細表 (SCREEN CHECK)           A1139,
SOR0521,已下載,RPG,客戶應收到期明細表 (PRINT REPORTS)          A1139,
SOR0522,已下載,RPG,客戶應收到期明細表 (PRINT REPORTS)          A1139,
SOR053,已下載,RPG,收款明細表 (SCREEN CHECK)-- 套表            A1139,
SOR0531,已下載,RPG,收款明細表 (WRITE WORK FILE),
SOR0532,已下載,RPG,收款明細表 (PRINT REPORTS)-- 套表           A1139,
SOR054,已下載,RPG,產品銷售分佈明細表 (SCREEN CHECK)           A1084,
SOR0541,已下載,RPG,產品銷售分佈明細表 (WRITE WORK FILE)        A1084,
SOR0542,已下載,RPG,產品銷售分佈明細表 (PRINT REPORTS)          A1084,
SOR055,已下載,RPG,未結案訂單／送貨單明細表,
SOR0551,已下載,RPG,未結案訂單／送貨單明細表,
SOR0552,已下載,RPG,未結案訂單／送貨單明細表,
SOR056,已下載,RPG,客戶折扣報價明細表 (SCREEN CHECK),
SOR0561,已下載,RPG,客戶折扣報價明細表 (WORKFILE),
SOR0562,已下載,RPG,客戶折扣報價明細表 (PRINT REPORTS),
SOR057,已下載,RPG,客戶搭贈報價明細表 (SCREEN CHECK),
SOR057A,已下載,RPG,客戶搭贈報價明細表 (SCREEN CHECK),
SOR0571,已下載,RPG,客戶搭贈報價明細表 (WORKFILE),
SOR0572,已下載,RPG,客戶搭贈報價明細表 (PRINT REPORTS),
SOR058,已下載,RPG,訂單明細表 (SCREEN CHECK),
SOR0581,已下載,RPG,訂單明細表 (PRINT REPORTS),
SOR0582,已下載,RPG,訂單明細表 (PRINT REPORTS),
SOR059,已下載,RPG,公司產品銷售彙總表 (SCREEN CHECK)           A1084,
SOR0591,已下載,RPG,公司產品銷售彙總表 (WRITE WORK FILE)        A1084,
SOR0592,已下載,RPG,公司產品銷售彙總表 (PRINT REPORTS)          A1084,
SOR060,已下載,RPG,送貨單明細表 (SCREEN CHECK),
SOR0601,已下載,RPG,送貨單明細表 (PRINT REPORTS),
SOR0602,已下載,RPG,送貨單明細表 (PRINT REPORTS),
